tweet_id,time,tweet,retweet_count
1070,10/30/2025 6:10,Modi's leadership is bringing real change to India.,54
1071,11/1/2025 4:00,Modi's leadership is bringing real change to India.,250
1072,11/1/2025 15:33,PM's vision inspires entrepreneurs nationwide.,341
1073,10/31/2025 23:30,Modi's leadership is bringing real change to India.,168
1074,10/31/2025 17:08,Public support rises for infrastructure progress.,466
1075,10/31/2025 3:16,Modi's leadership is bringing real change to India.,388
1076,10/31/2025 18:43,PM's vision inspires entrepreneurs nationwide.,377
1077,10/31/2025 20:58,Modi's leadership is bringing real change to India.,21
1078,10/28/2025 22:03,Digital India initiative has connected rural areas.,106
1079,10/29/2025 20:07,Healthcare reforms are benefiting common people.,148
1080,11/1/2025 12:03,Citizens applaud the government's clean energy plan.,129
1081,10/28/2025 19:38,Modi's leadership is bringing real change to India.,397
1082,10/29/2025 16:42,India's economy is moving in the right direction.,334
1083,10/30/2025 22:57,Digital India initiative has connected rural areas.,283
1084,10/31/2025 9:30,Healthcare reforms are benefiting common people.,311
1085,11/1/2025 3:40,Digital India initiative has connected rural areas.,336
1086,10/31/2025 4:37,Public support rises for infrastructure progress.,338
1087,10/29/2025 16:02,People appreciate the government's development efforts.,51
1088,10/28/2025 10:49,India's economy is moving in the right direction.,12
1089,11/1/2025 16:51,Citizens applaud the government's clean energy plan.,342
1090,10/31/2025 11:32,Healthcare reforms are benefiting common people.,450
1091,10/30/2025 8:45,India's economy is moving in the right direction.,301
1092,11/2/2025 8:11,The new policy brings hope for youth and growth.,34
1093,11/1/2025 16:14,India's economy is moving in the right direction.,260
1094,10/28/2025 19:49,Citizens applaud the government's clean energy plan.,103
1095,10/31/2025 3:40,The new policy brings hope for youth and growth.,407
1096,10/29/2025 20:17,People appreciate the government's development efforts.,467
1097,10/31/2025 7:13,Modi's leadership is bringing real change to India.,207
1098,11/2/2025 3:00,Public support rises for infrastructure progress.,350
1099,10/29/2025 16:34,India's economy is moving in the right direction.,86
1100,10/31/2025 0:38,The new policy brings hope for youth and growth.,143
1101,10/28/2025 17:16,Modi's leadership is bringing real change to India.,430
1102,10/30/2025 12:59,The new policy brings hope for youth and growth.,340
1103,11/2/2025 8:48,Healthcare reforms are benefiting common people.,259
1104,11/2/2025 6:09,Public support rises for infrastructure progress.,95
1105,11/2/2025 1:19,The new policy brings hope for youth and growth.,106
1106,10/31/2025 9:37,Public support rises for infrastructure progress.,124
1107,10/30/2025 16:20,Modi's leadership is bringing real change to India.,483
1108,10/30/2025 0:58,The new policy brings hope for youth and growth.,499
1109,10/29/2025 11:51,The new policy brings hope for youth and growth.,387
1110,10/31/2025 17:11,The new policy brings hope for youth and growth.,149
1111,10/31/2025 8:44,People appreciate the government's development efforts.,486
1112,10/30/2025 16:18,Modi's leadership is bringing real change to India.,11
1113,10/29/2025 13:15,Digital India initiative has connected rural areas.,153
1114,10/28/2025 14:29,Citizens applaud the government's clean energy plan.,77
1115,11/1/2025 13:43,The new policy brings hope for youth and growth.,264
1116,10/30/2025 11:58,PM's vision inspires entrepreneurs nationwide.,267
1117,10/31/2025 16:12,People appreciate the government's development efforts.,382
1118,10/30/2025 17:01,Modi's leadership is bringing real change to India.,52
1119,11/2/2025 0:03,Government's new scheme helps small businesses.,250
1120,10/30/2025 17:37,The new policy brings hope for youth and growth.,469
1121,10/31/2025 2:44,Digital India initiative has connected rural areas.,148
1122,11/1/2025 1:15,People appreciate the government's development efforts.,168
1123,10/29/2025 12:43,India's economy is moving in the right direction.,40
1124,10/29/2025 2:26,Citizens applaud the government's clean energy plan.,132
1125,11/1/2025 8:33,PM's vision inspires entrepreneurs nationwide.,426
1126,10/29/2025 22:47,Public support rises for infrastructure progress.,362
1127,10/29/2025 20:11,People appreciate the government's development efforts.,274
1128,11/1/2025 20:49,Modi's leadership is bringing real change to India.,461
1129,10/29/2025 10:28,People appreciate the government's development efforts.,39
1130,11/2/2025 2:56,Government's new scheme helps small businesses.,457
1131,11/1/2025 4:19,Modi's leadership is bringing real change to India.,156
1132,10/30/2025 7:46,Citizens applaud the government's clean energy plan.,399
1133,10/30/2025 6:23,India's economy is moving in the right direction.,151
1134,10/31/2025 9:06,Public support rises for infrastructure progress.,20
1135,11/1/2025 12:43,Modi's leadership is bringing real change to India.,277
1136,11/1/2025 9:02,India's economy is moving in the right direction.,264
1137,10/30/2025 23:40,People appreciate the government's development efforts.,249
1138,10/29/2025 16:51,India's economy is moving in the right direction.,97
1139,10/29/2025 19:31,Healthcare reforms are benefiting common people.,155
1140,10/30/2025 11:57,Citizens applaud the government's clean energy plan.,270
1141,10/31/2025 9:49,Citizens applaud the government's clean energy plan.,310
1142,10/28/2025 13:31,Citizens applaud the government's clean energy plan.,423
1143,10/29/2025 2:24,Public support rises for infrastructure progress.,265
1144,10/29/2025 20:49,Public support rises for infrastructure progress.,442
1145,10/31/2025 9:27,India's economy is moving in the right direction.,170
1146,10/30/2025 22:47,Healthcare reforms are benefiting common people.,58
1147,11/1/2025 2:14,Healthcare reforms are benefiting common people.,340
1148,10/31/2025 3:00,People appreciate the government's development efforts.,155
1149,10/30/2025 10:16,Citizens applaud the government's clean energy plan.,181
1150,10/31/2025 12:22,Citizens applaud the government's clean energy plan.,194
1151,10/29/2025 5:36,Modi's leadership is bringing real change to India.,165
1152,10/31/2025 23:57,India's economy is moving in the right direction.,424
1153,10/28/2025 12:57,Public support rises for infrastructure progress.,91
1154,10/28/2025 14:26,The new policy brings hope for youth and growth.,269
1155,10/30/2025 10:20,PM's vision inspires entrepreneurs nationwide.,407
1156,10/31/2025 10:28,People appreciate the government's development efforts.,28
1157,10/31/2025 8:29,Citizens applaud the government's clean energy plan.,483
1158,11/1/2025 16:06,Healthcare reforms are benefiting common people.,64
1159,10/31/2025 4:20,PM's vision inspires entrepreneurs nationwide.,287
1160,10/28/2025 14:37,Citizens applaud the government's clean energy plan.,111
1161,10/28/2025 21:11,Public support rises for infrastructure progress.,136
1162,11/2/2025 2:38,People appreciate the government's development efforts.,175
1163,10/30/2025 3:37,Modi's leadership is bringing real change to India.,465
1164,10/30/2025 3:23,Citizens applaud the government's clean energy plan.,444
1165,10/31/2025 1:07,India's economy is moving in the right direction.,451
1166,11/1/2025 17:22,Healthcare reforms are benefiting common people.,482
1167,10/28/2025 9:00,India's economy is moving in the right direction.,71
1168,10/31/2025 8:13,PM's vision inspires entrepreneurs nationwide.,249
1169,10/30/2025 3:49,Public support rises for infrastructure progress.,485
1170,10/29/2025 21:13,Digital India initiative has connected rural areas.,164
1171,11/1/2025 3:12,Government's new scheme helps small businesses.,92
1172,11/1/2025 21:52,India's economy is moving in the right direction.,286
1173,10/30/2025 8:08,India's economy is moving in the right direction.,90
1174,10/31/2025 7:23,Modi's leadership is bringing real change to India.,47
1175,10/31/2025 6:57,India's economy is moving in the right direction.,441
1176,10/30/2025 10:04,Modi's leadership is bringing real change to India.,203
1177,10/30/2025 18:44,Government's new scheme helps small businesses.,157
1178,10/29/2025 13:57,The new policy brings hope for youth and growth.,446
1179,10/28/2025 12:44,India's economy is moving in the right direction.,129
1180,11/1/2025 11:27,The new policy brings hope for youth and growth.,183
1181,10/31/2025 18:27,The new policy brings hope for youth and growth.,354
1182,10/29/2025 11:29,Government's new scheme helps small businesses.,483
1183,10/31/2025 18:11,Government's new scheme helps small businesses.,111
1184,11/2/2025 4:03,Healthcare reforms are benefiting common people.,24
1185,10/29/2025 17:18,People appreciate the government's development efforts.,273
1186,11/1/2025 0:47,Citizens applaud the government's clean energy plan.,64
1187,10/30/2025 14:43,The new policy brings hope for youth and growth.,258
1188,11/2/2025 1:49,The new policy brings hope for youth and growth.,356
1189,10/31/2025 6:58,Citizens applaud the government's clean energy plan.,41
1190,10/29/2025 17:19,Public support rises for infrastructure progress.,371
1191,10/31/2025 15:27,Digital India initiative has connected rural areas.,337
1192,11/1/2025 14:44,Healthcare reforms are benefiting common people.,410
1193,10/29/2025 20:36,Public support rises for infrastructure progress.,117
1194,10/31/2025 7:01,The new policy brings hope for youth and growth.,143
1195,10/31/2025 20:26,People appreciate the government's development efforts.,371
1196,11/1/2025 20:58,Public support rises for infrastructure progress.,141
1197,10/30/2025 9:54,Citizens applaud the government's clean energy plan.,193
1198,10/31/2025 10:24,People appreciate the government's development efforts.,42
1199,11/1/2025 10:17,Modi's leadership is bringing real change to India.,96
1200,10/29/2025 13:35,Digital India initiative has connected rural areas.,69
1201,10/30/2025 13:33,Citizens applaud the government's clean energy plan.,46
1202,10/29/2025 13:13,India's economy is moving in the right direction.,429
1203,11/2/2025 8:19,Government's new scheme helps small businesses.,372
1204,11/2/2025 5:40,PM's vision inspires entrepreneurs nationwide.,118
1205,10/31/2025 5:23,The new policy brings hope for youth and growth.,72
1206,10/31/2025 13:04,Digital India initiative has connected rural areas.,316
1207,10/29/2025 2:37,Healthcare reforms are benefiting common people.,84
1208,10/31/2025 15:46,PM's vision inspires entrepreneurs nationwide.,330
1209,10/29/2025 8:09,India's economy is moving in the right direction.,60
1210,10/31/2025 5:44,PM's vision inspires entrepreneurs nationwide.,328
1211,11/1/2025 17:18,People appreciate the government's development efforts.,171
1212,10/31/2025 21:04,Modi's leadership is bringing real change to India.,34
1213,10/30/2025 16:40,The new policy brings hope for youth and growth.,10
1214,10/29/2025 20:36,Modi's leadership is bringing real change to India.,60
1215,11/1/2025 23:28,People appreciate the government's development efforts.,317
1216,10/28/2025 16:00,Public support rises for infrastructure progress.,55
1217,11/1/2025 4:56,India's economy is moving in the right direction.,215
1218,10/31/2025 2:48,Citizens applaud the government's clean energy plan.,59
1219,11/1/2025 7:42,Digital India initiative has connected rural areas.,175
1220,10/29/2025 11:29,Public support rises for infrastructure progress.,500
1221,11/1/2025 7:53,People appreciate the government's development efforts.,499
1222,10/30/2025 6:27,The new policy brings hope for youth and growth.,287
1223,10/28/2025 10:09,PM's vision inspires entrepreneurs nationwide.,382
1224,10/30/2025 18:09,Healthcare reforms are benefiting common people.,138
1225,10/31/2025 22:32,Public support rises for infrastructure progress.,428
1226,11/1/2025 14:10,People appreciate the government's development efforts.,416
1227,11/2/2025 2:52,PM's vision inspires entrepreneurs nationwide.,200
1228,10/30/2025 15:40,PM's vision inspires entrepreneurs nationwide.,358
1229,10/28/2025 19:39,Government's new scheme helps small businesses.,406
1230,11/1/2025 23:27,PM's vision inspires entrepreneurs nationwide.,376
1231,11/1/2025 17:16,Digital India initiative has connected rural areas.,126
1232,10/31/2025 6:05,Citizens applaud the government's clean energy plan.,26
1233,10/31/2025 21:44,PM's vision inspires entrepreneurs nationwide.,289
1234,11/2/2025 5:48,India's economy is moving in the right direction.,386
1235,10/31/2025 10:26,Healthcare reforms are benefiting common people.,189
1236,10/28/2025 11:07,The new policy brings hope for youth and growth.,90
1237,10/28/2025 23:26,Modi's leadership is bringing real change to India.,284
1238,10/31/2025 23:00,Healthcare reforms are benefiting common people.,500
1239,11/2/2025 7:14,People appreciate the government's development efforts.,164
1240,10/31/2025 13:49,The new policy brings hope for youth and growth.,34
1241,10/31/2025 23:43,The new policy brings hope for youth and growth.,43
1242,10/29/2025 22:33,Public support rises for infrastructure progress.,97
1243,11/1/2025 6:13,India's economy is moving in the right direction.,159
1244,11/1/2025 15:33,PM's vision inspires entrepreneurs nationwide.,236
1245,10/29/2025 11:27,Healthcare reforms are benefiting common people.,484
1246,11/1/2025 7:09,Government's new scheme helps small businesses.,397
1247,10/30/2025 16:52,Government's new scheme helps small businesses.,432
1248,10/30/2025 4:51,Public support rises for infrastructure progress.,66
1249,10/29/2025 19:42,Healthcare reforms are benefiting common people.,440
1250,11/2/2025 5:32,Citizens applaud the government's clean energy plan.,388
1251,10/30/2025 7:09,Modi's leadership is bringing real change to India.,14
1252,10/30/2025 6:21,Digital India initiative has connected rural areas.,363
1253,10/31/2025 19:07,Citizens applaud the government's clean energy plan.,422
1254,11/1/2025 2:38,Modi's leadership is bringing real change to India.,377
1255,10/31/2025 14:02,Citizens applaud the government's clean energy plan.,262
1256,10/31/2025 16:26,People appreciate the government's development efforts.,343
1257,10/31/2025 6:57,Modi's leadership is bringing real change to India.,288
1258,10/29/2025 12:27,The new policy brings hope for youth and growth.,436
1259,10/31/2025 7:51,Citizens applaud the government's clean energy plan.,317
1260,10/31/2025 12:28,The new policy brings hope for youth and growth.,420
1261,10/30/2025 15:12,Healthcare reforms are benefiting common people.,190
1262,10/29/2025 14:46,Modi's leadership is bringing real change to India.,151
1263,10/30/2025 2:33,The new policy brings hope for youth and growth.,458
1264,10/30/2025 17:18,Citizens applaud the government's clean energy plan.,144
1265,10/30/2025 4:45,PM's vision inspires entrepreneurs nationwide.,376
1266,10/29/2025 9:04,India's economy is moving in the right direction.,401
1267,10/29/2025 12:11,Citizens applaud the government's clean energy plan.,387
1268,10/29/2025 12:34,Citizens applaud the government's clean energy plan.,185
1269,10/31/2025 17:24,People appreciate the government's development efforts.,82
1270,10/29/2025 20:35,People appreciate the government's development efforts.,168
1271,10/30/2025 14:52,India's economy is moving in the right direction.,346
1272,11/1/2025 9:52,Digital India initiative has connected rural areas.,86
1273,10/31/2025 8:22,Modi's leadership is bringing real change to India.,246
1274,10/29/2025 7:09,Healthcare reforms are benefiting common people.,190
1275,11/1/2025 0:07,Modi's leadership is bringing real change to India.,400
1276,11/1/2025 21:27,Modi's leadership is bringing real change to India.,309
1277,10/31/2025 14:54,Government's new scheme helps small businesses.,368
1278,11/1/2025 9:28,Digital India initiative has connected rural areas.,158
1279,10/31/2025 12:01,Government's new scheme helps small businesses.,65
1280,11/1/2025 8:08,Digital India initiative has connected rural areas.,494
1281,11/1/2025 23:31,India's economy is moving in the right direction.,379
1282,10/29/2025 19:05,Government's new scheme helps small businesses.,281
1283,10/28/2025 17:16,The new policy brings hope for youth and growth.,364
1284,10/29/2025 22:27,Citizens applaud the government's clean energy plan.,336
1285,10/30/2025 1:17,Citizens applaud the government's clean energy plan.,46
1286,11/2/2025 4:04,Healthcare reforms are benefiting common people.,429
1287,10/29/2025 12:48,People appreciate the government's development efforts.,148
1288,10/28/2025 18:05,PM's vision inspires entrepreneurs nationwide.,113
1289,10/31/2025 17:54,Government's new scheme helps small businesses.,329
1290,10/30/2025 5:33,Healthcare reforms are benefiting common people.,206
1291,10/30/2025 0:01,Public support rises for infrastructure progress.,336
1292,11/1/2025 8:26,Government's new scheme helps small businesses.,278
1293,10/28/2025 17:51,Public support rises for infrastructure progress.,307
1294,10/30/2025 4:27,PM's vision inspires entrepreneurs nationwide.,283
1295,10/29/2025 2:42,Government's new scheme helps small businesses.,75
1296,10/28/2025 17:34,Government's new scheme helps small businesses.,313
1297,10/29/2025 15:13,The new policy brings hope for youth and growth.,448
1298,10/31/2025 20:48,Public support rises for infrastructure progress.,242
1299,10/30/2025 14:10,Citizens applaud the government's clean energy plan.,41
1300,11/1/2025 16:45,Digital India initiative has connected rural areas.,16
1301,10/31/2025 19:49,Government's new scheme helps small businesses.,453
1302,10/30/2025 3:09,The new policy brings hope for youth and growth.,20
1303,10/29/2025 11:27,Public support rises for infrastructure progress.,298
1304,10/29/2025 5:20,India's economy is moving in the right direction.,500
1305,10/29/2025 18:48,Citizens applaud the government's clean energy plan.,441
1306,11/1/2025 19:19,Digital India initiative has connected rural areas.,485
1307,10/30/2025 21:47,India's economy is moving in the right direction.,271
1308,11/2/2025 3:23,Digital India initiative has connected rural areas.,392
1309,10/29/2025 2:58,Citizens applaud the government's clean energy plan.,117
1310,10/31/2025 0:22,Healthcare reforms are benefiting common people.,442
1311,10/31/2025 14:13,People appreciate the government's development efforts.,406
1312,10/29/2025 7:35,Healthcare reforms are benefiting common people.,364
1313,10/30/2025 1:31,People appreciate the government's development efforts.,219
1314,10/30/2025 3:17,Public support rises for infrastructure progress.,484
1315,10/30/2025 2:51,Government's new scheme helps small businesses.,408
1316,10/30/2025 5:05,People appreciate the government's development efforts.,116
1317,11/1/2025 14:06,Public support rises for infrastructure progress.,405
1318,11/1/2025 7:46,The new policy brings hope for youth and growth.,355
1319,10/30/2025 17:36,Healthcare reforms are benefiting common people.,115
1320,10/31/2025 17:49,Digital India initiative has connected rural areas.,101
1321,10/30/2025 0:14,Public support rises for infrastructure progress.,150
1322,10/28/2025 23:35,People appreciate the government's development efforts.,365
1323,10/28/2025 14:25,Citizens applaud the government's clean energy plan.,184
1324,10/30/2025 6:55,Modi's leadership is bringing real change to India.,186
1325,10/28/2025 11:42,Citizens applaud the government's clean energy plan.,251
1326,10/30/2025 18:14,Government's new scheme helps small businesses.,498
1327,10/29/2025 14:47,People appreciate the government's development efforts.,227
1328,10/28/2025 23:34,PM's vision inspires entrepreneurs nationwide.,306
1329,10/29/2025 20:59,Digital India initiative has connected rural areas.,44
1330,10/30/2025 0:59,The new policy brings hope for youth and growth.,126
1331,10/30/2025 8:33,PM's vision inspires entrepreneurs nationwide.,219
1332,10/29/2025 15:07,Modi's leadership is bringing real change to India.,217
1333,11/2/2025 6:17,PM's vision inspires entrepreneurs nationwide.,367
1334,11/2/2025 6:53,People express anger over the recent budget cuts.,113
1335,10/31/2025 4:44,Public disappointed by the delay in welfare delivery.,304
1336,10/31/2025 11:32,Rising fuel prices anger citizens across states.,192
1337,10/29/2025 22:48,Opposition criticizes the government over unemployment.,212
1338,10/30/2025 5:07,Citizens frustrated over corruption allegations.,311
1339,11/2/2025 0:29,Opposition slams government for ignoring farmers.,190
1340,10/30/2025 7:49,Citizens frustrated over corruption allegations.,61
1341,11/1/2025 2:14,People express anger over the recent budget cuts.,381
1342,10/30/2025 8:44,Critics claim the government failed to control inflation.,244
1343,10/28/2025 20:48,Critics say the administration lacks transparency.,499
1344,10/31/2025 19:25,Youth unhappy with limited job opportunities.,141
1345,11/1/2025 9:09,Public disappointed by the delay in welfare delivery.,109
1346,10/31/2025 4:25,Public disappointed by the delay in welfare delivery.,344
1347,10/28/2025 16:48,People express anger over the recent budget cuts.,468
1348,10/29/2025 9:51,Critics claim the government failed to control inflation.,377
1349,10/30/2025 18:17,People express anger over the recent budget cuts.,216
1350,10/31/2025 23:27,Youth unhappy with limited job opportunities.,98
1351,10/31/2025 4:08,People express anger over the recent budget cuts.,16
1352,10/30/2025 8:51,Opposition criticizes the government over unemployment.,76
1353,10/31/2025 4:00,People express anger over the recent budget cuts.,64
1354,11/1/2025 18:26,People protest against new tax policies.,297
1355,10/31/2025 10:03,Youth unhappy with limited job opportunities.,72
1356,11/1/2025 15:14,Critics claim the government failed to control inflation.,22
1357,11/2/2025 1:39,Public disappointed by the delay in welfare delivery.,254
1358,10/29/2025 23:06,Public disappointed by the delay in welfare delivery.,477
1359,10/29/2025 12:00,Opposition slams government for ignoring farmers.,160
1360,11/1/2025 23:24,Opposition criticizes the government over unemployment.,73
1361,10/29/2025 4:39,Critics say the administration lacks transparency.,276
1362,10/28/2025 22:55,Citizens frustrated over corruption allegations.,51
1363,11/2/2025 3:07,Public disappointed by the delay in welfare delivery.,139
1364,10/28/2025 17:57,Critics say the administration lacks transparency.,380
1365,10/30/2025 11:50,Public disappointed by the delay in welfare delivery.,243
1366,10/30/2025 1:43,Opposition slams government for ignoring farmers.,242
1367,10/30/2025 21:19,Opposition criticizes the government over unemployment.,156
1368,10/30/2025 3:45,Opposition slams government for ignoring farmers.,213
1369,10/28/2025 13:03,People protest against new tax policies.,383
1370,11/1/2025 23:55,Public disappointed by the delay in welfare delivery.,224
1371,10/31/2025 18:40,Critics say the administration lacks transparency.,16
1372,11/1/2025 4:42,Critics say the administration lacks transparency.,54
1373,11/2/2025 2:32,Opposition criticizes the government over unemployment.,199
1374,10/28/2025 15:41,Youth unhappy with limited job opportunities.,41
1375,10/31/2025 14:17,Public disappointed by the delay in welfare delivery.,65
1376,10/30/2025 13:21,Opposition slams government for ignoring farmers.,198
1377,10/30/2025 16:38,Critics claim the government failed to control inflation.,78
1378,10/30/2025 3:21,Critics say the administration lacks transparency.,389
1379,11/1/2025 9:14,Rising fuel prices anger citizens across states.,481
1380,10/29/2025 12:35,Rising fuel prices anger citizens across states.,62
1381,10/28/2025 20:06,Opposition criticizes the government over unemployment.,328
1382,11/1/2025 12:13,People express anger over the recent budget cuts.,260
1383,10/31/2025 10:58,Citizens frustrated over corruption allegations.,68
1384,10/31/2025 22:40,Opposition criticizes the government over unemployment.,360
1385,10/31/2025 1:43,Youth unhappy with limited job opportunities.,308
1386,10/29/2025 6:02,Citizens frustrated over corruption allegations.,271
1387,10/31/2025 8:28,Public disappointed by the delay in welfare delivery.,98
1388,11/1/2025 16:54,Critics claim the government failed to control inflation.,465
1389,10/29/2025 15:16,Critics claim the government failed to control inflation.,417
1390,11/2/2025 3:23,Opposition criticizes the government over unemployment.,170
1391,11/1/2025 1:38,Rising fuel prices anger citizens across states.,134
1392,10/31/2025 2:21,People protest against new tax policies.,410
1393,10/31/2025 20:59,People express anger over the recent budget cuts.,65
1394,10/28/2025 9:07,People protest against new tax policies.,55
1395,10/30/2025 15:46,Opposition criticizes the government over unemployment.,493
1396,10/29/2025 8:59,Youth unhappy with limited job opportunities.,44
1397,10/31/2025 15:24,Opposition slams government for ignoring farmers.,347
1398,10/30/2025 14:20,People express anger over the recent budget cuts.,253
1399,10/31/2025 19:30,Youth unhappy with limited job opportunities.,231
1400,11/2/2025 4:22,Youth unhappy with limited job opportunities.,325
1401,11/1/2025 12:13,Opposition criticizes the government over unemployment.,432
1402,10/29/2025 23:47,Rising fuel prices anger citizens across states.,141
1403,10/31/2025 21:42,Youth unhappy with limited job opportunities.,264
1404,11/2/2025 7:31,Opposition slams government for ignoring farmers.,202
1405,10/31/2025 4:52,Opposition slams government for ignoring farmers.,392
1406,10/31/2025 20:53,Opposition slams government for ignoring farmers.,460
1407,10/31/2025 12:08,Critics claim the government failed to control inflation.,286
1408,11/1/2025 7:26,Critics say the administration lacks transparency.,41
1409,10/30/2025 20:13,Critics say the administration lacks transparency.,78
1410,10/28/2025 9:30,Youth unhappy with limited job opportunities.,240
1411,10/28/2025 11:45,Youth unhappy with limited job opportunities.,78
1412,10/28/2025 16:39,Opposition criticizes the government over unemployment.,379
1413,11/2/2025 5:12,Critics say the administration lacks transparency.,349
1414,10/29/2025 14:28,Critics say the administration lacks transparency.,180
1415,10/31/2025 4:34,Youth unhappy with limited job opportunities.,439
1416,11/1/2025 22:53,Youth unhappy with limited job opportunities.,408
1417,10/31/2025 5:42,Opposition criticizes the government over unemployment.,144
1418,10/30/2025 2:58,Opposition criticizes the government over unemployment.,135
1419,11/1/2025 2:42,Critics claim the government failed to control inflation.,320
1420,10/31/2025 19:59,People express anger over the recent budget cuts.,232
1421,10/29/2025 3:47,Opposition slams government for ignoring farmers.,145
1422,11/1/2025 15:11,Youth unhappy with limited job opportunities.,53
1423,10/29/2025 5:00,Citizens frustrated over corruption allegations.,103
1424,10/29/2025 4:18,Public disappointed by the delay in welfare delivery.,469
1425,10/29/2025 15:01,Opposition slams government for ignoring farmers.,204
1426,10/30/2025 16:02,Opposition slams government for ignoring farmers.,262
1427,10/31/2025 21:16,Citizens frustrated over corruption allegations.,452
1428,11/2/2025 6:54,Critics say the administration lacks transparency.,491
1429,10/31/2025 21:27,Critics claim the government failed to control inflation.,325
1430,11/1/2025 0:41,Youth unhappy with limited job opportunities.,210
1431,10/31/2025 16:27,Critics claim the government failed to control inflation.,16
1432,10/28/2025 17:31,Critics claim the government failed to control inflation.,331
