tweet_id,time,tweet,retweet_count,sentiment,buzz_score
1066,2025-10-30 16:34:00,Digital India initiative has connected rural areas.,399,neutral,399.0
1067,2025-10-29 06:03:00,India's economy is moving in the right direction.,331,positive,496.5
1068,2025-10-31 12:09:00,Public support rises for infrastructure progress.,67,neutral,67.0
1069,2025-10-29 23:46:00,Healthcare reforms are benefiting common people.,45,negative,22.5
1070,2025-10-30 06:10:00,Modi's leadership is bringing real change to India.,54,positive,81.0
1071,2025-11-01 04:00:00,Modi's leadership is bringing real change to India.,250,positive,375.0
1072,2025-11-01 15:33:00,PM's vision inspires entrepreneurs nationwide.,341,neutral,341.0
1073,2025-10-31 23:30:00,Modi's leadership is bringing real change to India.,168,positive,252.0
1074,2025-10-31 17:08:00,Public support rises for infrastructure progress.,466,neutral,466.0
1075,2025-10-31 03:16:00,Modi's leadership is bringing real change to India.,388,positive,582.0
1076,2025-10-31 18:43:00,PM's vision inspires entrepreneurs nationwide.,377,neutral,377.0
1077,2025-10-31 20:58:00,Modi's leadership is bringing real change to India.,21,positive,31.5
1078,2025-10-28 22:03:00,Digital India initiative has connected rural areas.,106,neutral,106.0
1079,2025-10-29 20:07:00,Healthcare reforms are benefiting common people.,148,negative,74.0
1080,2025-11-01 12:03:00,Citizens applaud the government's clean energy plan.,129,positive,193.5
1081,2025-10-28 19:38:00,Modi's leadership is bringing real change to India.,397,positive,595.5
1082,2025-10-29 16:42:00,India's economy is moving in the right direction.,334,positive,501.0
1083,2025-10-30 22:57:00,Digital India initiative has connected rural areas.,283,neutral,283.0
1084,2025-10-31 09:30:00,Healthcare reforms are benefiting common people.,311,negative,155.5
1085,2025-11-01 03:40:00,Digital India initiative has connected rural areas.,336,neutral,336.0
1086,2025-10-31 04:37:00,Public support rises for infrastructure progress.,338,neutral,338.0
1087,2025-10-29 16:02:00,People appreciate the government's development efforts.,51,neutral,51.0
1088,2025-10-28 10:49:00,India's economy is moving in the right direction.,12,positive,18.0
1089,2025-11-01 16:51:00,Citizens applaud the government's clean energy plan.,342,positive,513.0
1090,2025-10-31 11:32:00,Healthcare reforms are benefiting common people.,450,negative,225.0
1091,2025-10-30 08:45:00,India's economy is moving in the right direction.,301,positive,451.5
1092,2025-11-02 08:11:00,The new policy brings hope for youth and growth.,34,positive,51.0
1093,2025-11-01 16:14:00,India's economy is moving in the right direction.,260,positive,390.0
1094,2025-10-28 19:49:00,Citizens applaud the government's clean energy plan.,103,positive,154.5
1095,2025-10-31 03:40:00,The new policy brings hope for youth and growth.,407,positive,610.5
1096,2025-10-29 20:17:00,People appreciate the government's development efforts.,467,neutral,467.0
1097,2025-10-31 07:13:00,Modi's leadership is bringing real change to India.,207,positive,310.5
1098,2025-11-02 03:00:00,Public support rises for infrastructure progress.,350,neutral,350.0
1099,2025-10-29 16:34:00,India's economy is moving in the right direction.,86,positive,129.0
1100,2025-10-31 00:38:00,The new policy brings hope for youth and growth.,143,positive,214.5
1101,2025-10-28 17:16:00,Modi's leadership is bringing real change to India.,430,positive,645.0
1102,2025-10-30 12:59:00,The new policy brings hope for youth and growth.,340,positive,510.0
1103,2025-11-02 08:48:00,Healthcare reforms are benefiting common people.,259,negative,129.5
1104,2025-11-02 06:09:00,Public support rises for infrastructure progress.,95,neutral,95.0
1105,2025-11-02 01:19:00,The new policy brings hope for youth and growth.,106,positive,159.0
1106,2025-10-31 09:37:00,Public support rises for infrastructure progress.,124,neutral,124.0
1107,2025-10-30 16:20:00,Modi's leadership is bringing real change to India.,483,positive,724.5
1108,2025-10-30 00:58:00,The new policy brings hope for youth and growth.,499,positive,748.5
1109,2025-10-29 11:51:00,The new policy brings hope for youth and growth.,387,positive,580.5
1110,2025-10-31 17:11:00,The new policy brings hope for youth and growth.,149,positive,223.5
1111,2025-10-31 08:44:00,People appreciate the government's development efforts.,486,neutral,486.0
1112,2025-10-30 16:18:00,Modi's leadership is bringing real change to India.,11,positive,16.5
1113,2025-10-29 13:15:00,Digital India initiative has connected rural areas.,153,neutral,153.0
1114,2025-10-28 14:29:00,Citizens applaud the government's clean energy plan.,77,positive,115.5
1115,2025-11-01 13:43:00,The new policy brings hope for youth and growth.,264,positive,396.0
1116,2025-10-30 11:58:00,PM's vision inspires entrepreneurs nationwide.,267,neutral,267.0
1117,2025-10-31 16:12:00,People appreciate the government's development efforts.,382,neutral,382.0
1118,2025-10-30 17:01:00,Modi's leadership is bringing real change to India.,52,positive,78.0
1119,2025-11-02 00:03:00,Government's new scheme helps small businesses.,250,neutral,250.0
1120,2025-10-30 17:37:00,The new policy brings hope for youth and growth.,469,positive,703.5
1121,2025-10-31 02:44:00,Digital India initiative has connected rural areas.,148,neutral,148.0
1122,2025-11-01 01:15:00,People appreciate the government's development efforts.,168,neutral,168.0
1123,2025-10-29 12:43:00,India's economy is moving in the right direction.,40,positive,60.0
1124,2025-10-29 02:26:00,Citizens applaud the government's clean energy plan.,132,positive,198.0
1125,2025-11-01 08:33:00,PM's vision inspires entrepreneurs nationwide.,426,neutral,426.0
1126,2025-10-29 22:47:00,Public support rises for infrastructure progress.,362,neutral,362.0
1127,2025-10-29 20:11:00,People appreciate the government's development efforts.,274,neutral,274.0
1128,2025-11-01 20:49:00,Modi's leadership is bringing real change to India.,461,positive,691.5
1129,2025-10-29 10:28:00,People appreciate the government's development efforts.,39,neutral,39.0
1130,2025-11-02 02:56:00,Government's new scheme helps small businesses.,457,neutral,457.0
1131,2025-11-01 04:19:00,Modi's leadership is bringing real change to India.,156,positive,234.0
1132,2025-10-30 07:46:00,Citizens applaud the government's clean energy plan.,399,positive,598.5
1133,2025-10-30 06:23:00,India's economy is moving in the right direction.,151,positive,226.5
1134,2025-10-31 09:06:00,Public support rises for infrastructure progress.,20,neutral,20.0
1135,2025-11-01 12:43:00,Modi's leadership is bringing real change to India.,277,positive,415.5
1136,2025-11-01 09:02:00,India's economy is moving in the right direction.,264,positive,396.0
1137,2025-10-30 23:40:00,People appreciate the government's development efforts.,249,neutral,249.0
1138,2025-10-29 16:51:00,India's economy is moving in the right direction.,97,positive,145.5
1139,2025-10-29 19:31:00,Healthcare reforms are benefiting common people.,155,negative,77.5
1140,2025-10-30 11:57:00,Citizens applaud the government's clean energy plan.,270,positive,405.0
1141,2025-10-31 09:49:00,Citizens applaud the government's clean energy plan.,310,positive,465.0
1142,2025-10-28 13:31:00,Citizens applaud the government's clean energy plan.,423,positive,634.5
1143,2025-10-29 02:24:00,Public support rises for infrastructure progress.,265,neutral,265.0
1144,2025-10-29 20:49:00,Public support rises for infrastructure progress.,442,neutral,442.0
1145,2025-10-31 09:27:00,India's economy is moving in the right direction.,170,positive,255.0
1146,2025-10-30 22:47:00,Healthcare reforms are benefiting common people.,58,negative,29.0
1147,2025-11-01 02:14:00,Healthcare reforms are benefiting common people.,340,negative,170.0
1148,2025-10-31 03:00:00,People appreciate the government's development efforts.,155,neutral,155.0
1149,2025-10-30 10:16:00,Citizens applaud the government's clean energy plan.,181,positive,271.5
1150,2025-10-31 12:22:00,Citizens applaud the government's clean energy plan.,194,positive,291.0
1151,2025-10-29 05:36:00,Modi's leadership is bringing real change to India.,165,positive,247.5
1152,2025-10-31 23:57:00,India's economy is moving in the right direction.,424,positive,636.0
1153,2025-10-28 12:57:00,Public support rises for infrastructure progress.,91,neutral,91.0
1154,2025-10-28 14:26:00,The new policy brings hope for youth and growth.,269,positive,403.5
1155,2025-10-30 10:20:00,PM's vision inspires entrepreneurs nationwide.,407,neutral,407.0
1156,2025-10-31 10:28:00,People appreciate the government's development efforts.,28,neutral,28.0
1157,2025-10-31 08:29:00,Citizens applaud the government's clean energy plan.,483,positive,724.5
1158,2025-11-01 16:06:00,Healthcare reforms are benefiting common people.,64,negative,32.0
1159,2025-10-31 04:20:00,PM's vision inspires entrepreneurs nationwide.,287,neutral,287.0
1160,2025-10-28 14:37:00,Citizens applaud the government's clean energy plan.,111,positive,166.5
1161,2025-10-28 21:11:00,Public support rises for infrastructure progress.,136,neutral,136.0
1162,2025-11-02 02:38:00,People appreciate the government's development efforts.,175,neutral,175.0
1163,2025-10-30 03:37:00,Modi's leadership is bringing real change to India.,465,positive,697.5
1164,2025-10-30 03:23:00,Citizens applaud the government's clean energy plan.,444,positive,666.0
1165,2025-10-31 01:07:00,India's economy is moving in the right direction.,451,positive,676.5
1166,2025-11-01 17:22:00,Healthcare reforms are benefiting common people.,482,negative,241.0
1167,2025-10-28 09:00:00,India's economy is moving in the right direction.,71,positive,106.5
1168,2025-10-31 08:13:00,PM's vision inspires entrepreneurs nationwide.,249,neutral,249.0
1169,2025-10-30 03:49:00,Public support rises for infrastructure progress.,485,neutral,485.0
1170,2025-10-29 21:13:00,Digital India initiative has connected rural areas.,164,neutral,164.0
1171,2025-11-01 03:12:00,Government's new scheme helps small businesses.,92,neutral,92.0
1172,2025-11-01 21:52:00,India's economy is moving in the right direction.,286,positive,429.0
1173,2025-10-30 08:08:00,India's economy is moving in the right direction.,90,positive,135.0
1174,2025-10-31 07:23:00,Modi's leadership is bringing real change to India.,47,positive,70.5
1175,2025-10-31 06:57:00,India's economy is moving in the right direction.,441,positive,661.5
1176,2025-10-30 10:04:00,Modi's leadership is bringing real change to India.,203,positive,304.5
1177,2025-10-30 18:44:00,Government's new scheme helps small businesses.,157,neutral,157.0
1178,2025-10-29 13:57:00,The new policy brings hope for youth and growth.,446,positive,669.0
1179,2025-10-28 12:44:00,India's economy is moving in the right direction.,129,positive,193.5
1180,2025-11-01 11:27:00,The new policy brings hope for youth and growth.,183,positive,274.5
1181,2025-10-31 18:27:00,The new policy brings hope for youth and growth.,354,positive,531.0
1182,2025-10-29 11:29:00,Government's new scheme helps small businesses.,483,neutral,483.0
1183,2025-10-31 18:11:00,Government's new scheme helps small businesses.,111,neutral,111.0
1184,2025-11-02 04:03:00,Healthcare reforms are benefiting common people.,24,negative,12.0
1185,2025-10-29 17:18:00,People appreciate the government's development efforts.,273,neutral,273.0
1186,2025-11-01 00:47:00,Citizens applaud the government's clean energy plan.,64,positive,96.0
1187,2025-10-30 14:43:00,The new policy brings hope for youth and growth.,258,positive,387.0
1188,2025-11-02 01:49:00,The new policy brings hope for youth and growth.,356,positive,534.0
1189,2025-10-31 06:58:00,Citizens applaud the government's clean energy plan.,41,positive,61.5
1190,2025-10-29 17:19:00,Public support rises for infrastructure progress.,371,neutral,371.0
1191,2025-10-31 15:27:00,Digital India initiative has connected rural areas.,337,neutral,337.0
1192,2025-11-01 14:44:00,Healthcare reforms are benefiting common people.,410,negative,205.0
1193,2025-10-29 20:36:00,Public support rises for infrastructure progress.,117,neutral,117.0
1194,2025-10-31 07:01:00,The new policy brings hope for youth and growth.,143,positive,214.5
1195,2025-10-31 20:26:00,People appreciate the government's development efforts.,371,neutral,371.0
1196,2025-11-01 20:58:00,Public support rises for infrastructure progress.,141,neutral,141.0
1197,2025-10-30 09:54:00,Citizens applaud the government's clean energy plan.,193,positive,289.5
1198,2025-10-31 10:24:00,People appreciate the government's development efforts.,42,neutral,42.0
1199,2025-11-01 10:17:00,Modi's leadership is bringing real change to India.,96,positive,144.0
1200,2025-10-29 13:35:00,Digital India initiative has connected rural areas.,69,neutral,69.0
1201,2025-10-30 13:33:00,Citizens applaud the government's clean energy plan.,46,positive,69.0
1202,2025-10-29 13:13:00,India's economy is moving in the right direction.,429,positive,643.5
1203,2025-11-02 08:19:00,Government's new scheme helps small businesses.,372,neutral,372.0
1204,2025-11-02 05:40:00,PM's vision inspires entrepreneurs nationwide.,118,neutral,118.0
1205,2025-10-31 05:23:00,The new policy brings hope for youth and growth.,72,positive,108.0
1206,2025-10-31 13:04:00,Digital India initiative has connected rural areas.,316,neutral,316.0
1207,2025-10-29 02:37:00,Healthcare reforms are benefiting common people.,84,negative,42.0
1208,2025-10-31 15:46:00,PM's vision inspires entrepreneurs nationwide.,330,neutral,330.0
1209,2025-10-29 08:09:00,India's economy is moving in the right direction.,60,positive,90.0
1210,2025-10-31 05:44:00,PM's vision inspires entrepreneurs nationwide.,328,neutral,328.0
1211,2025-11-01 17:18:00,People appreciate the government's development efforts.,171,neutral,171.0
1212,2025-10-31 21:04:00,Modi's leadership is bringing real change to India.,34,positive,51.0
1213,2025-10-30 16:40:00,The new policy brings hope for youth and growth.,10,positive,15.0
1214,2025-10-29 20:36:00,Modi's leadership is bringing real change to India.,60,positive,90.0
1215,2025-11-01 23:28:00,People appreciate the government's development efforts.,317,neutral,317.0
1216,2025-10-28 16:00:00,Public support rises for infrastructure progress.,55,neutral,55.0
1217,2025-11-01 04:56:00,India's economy is moving in the right direction.,215,positive,322.5
1218,2025-10-31 02:48:00,Citizens applaud the government's clean energy plan.,59,positive,88.5
1219,2025-11-01 07:42:00,Digital India initiative has connected rural areas.,175,neutral,175.0
1220,2025-10-29 11:29:00,Public support rises for infrastructure progress.,500,neutral,500.0
1221,2025-11-01 07:53:00,People appreciate the government's development efforts.,499,neutral,499.0
1222,2025-10-30 06:27:00,The new policy brings hope for youth and growth.,287,positive,430.5
1223,2025-10-28 10:09:00,PM's vision inspires entrepreneurs nationwide.,382,neutral,382.0
1224,2025-10-30 18:09:00,Healthcare reforms are benefiting common people.,138,negative,69.0
1225,2025-10-31 22:32:00,Public support rises for infrastructure progress.,428,neutral,428.0
1226,2025-11-01 14:10:00,People appreciate the government's development efforts.,416,neutral,416.0
1227,2025-11-02 02:52:00,PM's vision inspires entrepreneurs nationwide.,200,neutral,200.0
1228,2025-10-30 15:40:00,PM's vision inspires entrepreneurs nationwide.,358,neutral,358.0
1229,2025-10-28 19:39:00,Government's new scheme helps small businesses.,406,neutral,406.0
1230,2025-11-01 23:27:00,PM's vision inspires entrepreneurs nationwide.,376,neutral,376.0
1231,2025-11-01 17:16:00,Digital India initiative has connected rural areas.,126,neutral,126.0
1232,2025-10-31 06:05:00,Citizens applaud the government's clean energy plan.,26,positive,39.0
1233,2025-10-31 21:44:00,PM's vision inspires entrepreneurs nationwide.,289,neutral,289.0
1234,2025-11-02 05:48:00,India's economy is moving in the right direction.,386,positive,579.0
1235,2025-10-31 10:26:00,Healthcare reforms are benefiting common people.,189,negative,94.5
1236,2025-10-28 11:07:00,The new policy brings hope for youth and growth.,90,positive,135.0
1237,2025-10-28 23:26:00,Modi's leadership is bringing real change to India.,284,positive,426.0
1238,2025-10-31 23:00:00,Healthcare reforms are benefiting common people.,500,negative,250.0
1239,2025-11-02 07:14:00,People appreciate the government's development efforts.,164,neutral,164.0
1240,2025-10-31 13:49:00,The new policy brings hope for youth and growth.,34,positive,51.0
1241,2025-10-31 23:43:00,The new policy brings hope for youth and growth.,43,positive,64.5
1242,2025-10-29 22:33:00,Public support rises for infrastructure progress.,97,neutral,97.0
1243,2025-11-01 06:13:00,India's economy is moving in the right direction.,159,positive,238.5
1244,2025-11-01 15:33:00,PM's vision inspires entrepreneurs nationwide.,236,neutral,236.0
1245,2025-10-29 11:27:00,Healthcare reforms are benefiting common people.,484,negative,242.0
1246,2025-11-01 07:09:00,Government's new scheme helps small businesses.,397,neutral,397.0
1247,2025-10-30 16:52:00,Government's new scheme helps small businesses.,432,neutral,432.0
1248,2025-10-30 04:51:00,Public support rises for infrastructure progress.,66,neutral,66.0
1249,2025-10-29 19:42:00,Healthcare reforms are benefiting common people.,440,negative,220.0
1250,2025-11-02 05:32:00,Citizens applaud the government's clean energy plan.,388,positive,582.0
1251,2025-10-30 07:09:00,Modi's leadership is bringing real change to India.,14,positive,21.0
1252,2025-10-30 06:21:00,Digital India initiative has connected rural areas.,363,neutral,363.0
1253,2025-10-31 19:07:00,Citizens applaud the government's clean energy plan.,422,positive,633.0
1254,2025-11-01 02:38:00,Modi's leadership is bringing real change to India.,377,positive,565.5
1255,2025-10-31 14:02:00,Citizens applaud the government's clean energy plan.,262,positive,393.0
1256,2025-10-31 16:26:00,People appreciate the government's development efforts.,343,neutral,343.0
1257,2025-10-31 06:57:00,Modi's leadership is bringing real change to India.,288,positive,432.0
1258,2025-10-29 12:27:00,The new policy brings hope for youth and growth.,436,positive,654.0
1259,2025-10-31 07:51:00,Citizens applaud the government's clean energy plan.,317,positive,475.5
1260,2025-10-31 12:28:00,The new policy brings hope for youth and growth.,420,positive,630.0
1261,2025-10-30 15:12:00,Healthcare reforms are benefiting common people.,190,negative,95.0
1262,2025-10-29 14:46:00,Modi's leadership is bringing real change to India.,151,positive,226.5
1263,2025-10-30 02:33:00,The new policy brings hope for youth and growth.,458,positive,687.0
1264,2025-10-30 17:18:00,Citizens applaud the government's clean energy plan.,144,positive,216.0
1265,2025-10-30 04:45:00,PM's vision inspires entrepreneurs nationwide.,376,neutral,376.0
1266,2025-10-29 09:04:00,India's economy is moving in the right direction.,401,positive,601.5
1267,2025-10-29 12:11:00,Citizens applaud the government's clean energy plan.,387,positive,580.5
1268,2025-10-29 12:34:00,Citizens applaud the government's clean energy plan.,185,positive,277.5
1269,2025-10-31 17:24:00,People appreciate the government's development efforts.,82,neutral,82.0
1270,2025-10-29 20:35:00,People appreciate the government's development efforts.,168,neutral,168.0
1271,2025-10-30 14:52:00,India's economy is moving in the right direction.,346,positive,519.0
1272,2025-11-01 09:52:00,Digital India initiative has connected rural areas.,86,neutral,86.0
1273,2025-10-31 08:22:00,Modi's leadership is bringing real change to India.,246,positive,369.0
1274,2025-10-29 07:09:00,Healthcare reforms are benefiting common people.,190,negative,95.0
1275,2025-11-01 00:07:00,Modi's leadership is bringing real change to India.,400,positive,600.0
1276,2025-11-01 21:27:00,Modi's leadership is bringing real change to India.,309,positive,463.5
1277,2025-10-31 14:54:00,Government's new scheme helps small businesses.,368,neutral,368.0
1278,2025-11-01 09:28:00,Digital India initiative has connected rural areas.,158,neutral,158.0
1279,2025-10-31 12:01:00,Government's new scheme helps small businesses.,65,neutral,65.0
1280,2025-11-01 08:08:00,Digital India initiative has connected rural areas.,494,neutral,494.0
1281,2025-11-01 23:31:00,India's economy is moving in the right direction.,379,positive,568.5
1282,2025-10-29 19:05:00,Government's new scheme helps small businesses.,281,neutral,281.0
1283,2025-10-28 17:16:00,The new policy brings hope for youth and growth.,364,positive,546.0
1284,2025-10-29 22:27:00,Citizens applaud the government's clean energy plan.,336,positive,504.0
1285,2025-10-30 01:17:00,Citizens applaud the government's clean energy plan.,46,positive,69.0
1286,2025-11-02 04:04:00,Healthcare reforms are benefiting common people.,429,negative,214.5
1287,2025-10-29 12:48:00,People appreciate the government's development efforts.,148,neutral,148.0
1288,2025-10-28 18:05:00,PM's vision inspires entrepreneurs nationwide.,113,neutral,113.0
1289,2025-10-31 17:54:00,Government's new scheme helps small businesses.,329,neutral,329.0
1290,2025-10-30 05:33:00,Healthcare reforms are benefiting common people.,206,negative,103.0
1291,2025-10-30 00:01:00,Public support rises for infrastructure progress.,336,neutral,336.0
1292,2025-11-01 08:26:00,Government's new scheme helps small businesses.,278,neutral,278.0
1293,2025-10-28 17:51:00,Public support rises for infrastructure progress.,307,neutral,307.0
1294,2025-10-30 04:27:00,PM's vision inspires entrepreneurs nationwide.,283,neutral,283.0
1295,2025-10-29 02:42:00,Government's new scheme helps small businesses.,75,neutral,75.0
1296,2025-10-28 17:34:00,Government's new scheme helps small businesses.,313,neutral,313.0
1297,2025-10-29 15:13:00,The new policy brings hope for youth and growth.,448,positive,672.0
1298,2025-10-31 20:48:00,Public support rises for infrastructure progress.,242,neutral,242.0
1299,2025-10-30 14:10:00,Citizens applaud the government's clean energy plan.,41,positive,61.5
1300,2025-11-01 16:45:00,Digital India initiative has connected rural areas.,16,neutral,16.0
1301,2025-10-31 19:49:00,Government's new scheme helps small businesses.,453,neutral,453.0
1302,2025-10-30 03:09:00,The new policy brings hope for youth and growth.,20,positive,30.0
1303,2025-10-29 11:27:00,Public support rises for infrastructure progress.,298,neutral,298.0
1304,2025-10-29 05:20:00,India's economy is moving in the right direction.,500,positive,750.0
1305,2025-10-29 18:48:00,Citizens applaud the government's clean energy plan.,441,positive,661.5
1306,2025-11-01 19:19:00,Digital India initiative has connected rural areas.,485,neutral,485.0
1307,2025-10-30 21:47:00,India's economy is moving in the right direction.,271,positive,406.5
1308,2025-11-02 03:23:00,Digital India initiative has connected rural areas.,392,neutral,392.0
1309,2025-10-29 02:58:00,Citizens applaud the government's clean energy plan.,117,positive,175.5
1310,2025-10-31 00:22:00,Healthcare reforms are benefiting common people.,442,negative,221.0
1311,2025-10-31 14:13:00,People appreciate the government's development efforts.,406,neutral,406.0
1312,2025-10-29 07:35:00,Healthcare reforms are benefiting common people.,364,negative,182.0
1313,2025-10-30 01:31:00,People appreciate the government's development efforts.,219,neutral,219.0
1314,2025-10-30 03:17:00,Public support rises for infrastructure progress.,484,neutral,484.0
1315,2025-10-30 02:51:00,Government's new scheme helps small businesses.,408,neutral,408.0
1316,2025-10-30 05:05:00,People appreciate the government's development efforts.,116,neutral,116.0
1317,2025-11-01 14:06:00,Public support rises for infrastructure progress.,405,neutral,405.0
1318,2025-11-01 07:46:00,The new policy brings hope for youth and growth.,355,positive,532.5
1319,2025-10-30 17:36:00,Healthcare reforms are benefiting common people.,115,negative,57.5
1320,2025-10-31 17:49:00,Digital India initiative has connected rural areas.,101,neutral,101.0
1321,2025-10-30 00:14:00,Public support rises for infrastructure progress.,150,neutral,150.0
1322,2025-10-28 23:35:00,People appreciate the government's development efforts.,365,neutral,365.0
1323,2025-10-28 14:25:00,Citizens applaud the government's clean energy plan.,184,positive,276.0
1324,2025-10-30 06:55:00,Modi's leadership is bringing real change to India.,186,positive,279.0
1325,2025-10-28 11:42:00,Citizens applaud the government's clean energy plan.,251,positive,376.5
1326,2025-10-30 18:14:00,Government's new scheme helps small businesses.,498,neutral,498.0
1327,2025-10-29 14:47:00,People appreciate the government's development efforts.,227,neutral,227.0
1328,2025-10-28 23:34:00,PM's vision inspires entrepreneurs nationwide.,306,neutral,306.0
1329,2025-10-29 20:59:00,Digital India initiative has connected rural areas.,44,neutral,44.0
1330,2025-10-30 00:59:00,The new policy brings hope for youth and growth.,126,positive,189.0
1331,2025-10-30 08:33:00,PM's vision inspires entrepreneurs nationwide.,219,neutral,219.0
1332,2025-10-29 15:07:00,Modi's leadership is bringing real change to India.,217,positive,325.5
1333,2025-11-02 06:17:00,PM's vision inspires entrepreneurs nationwide.,367,neutral,367.0
