tweet_id,time,tweet,retweet_count,sentiment,buzz_score
72,2025-10-23 09:36:00,digital India promised better digital India opportunities for youth.,1994,positive,2991.0
73,2025-10-23 09:36:30,BJP discussed the new BJP policy in India.,2268,positive,3402.0
74,2025-10-23 09:37:00,Modi highlighted challenges in Modi programs.,92,neutral,92.0
75,2025-10-23 09:37:30,campaign promised better campaign opportunities for youth.,2249,positive,3373.5
76,2025-10-23 09:38:00,Rahul Gandhi discussed the new Rahul Gandhi policy in India.,4809,positive,7213.5
77,2025-10-23 09:38:30,healthcare announced a major reform in healthcare sector.,3446,neutral,3446.0
78,2025-10-23 09:39:00,corruption launched a rally focusing on corruption development.,3190,neutral,3190.0
79,2025-10-23 09:39:30,BJP debated on BJP reforms in Parliament.,606,neutral,606.0
80,2025-10-23 09:40:00,Modi urged citizens to support Modi initiatives.,3997,neutral,3997.0
81,2025-10-23 09:40:30,Election Commission announced a major reform in Election Commission sector.,1024,neutral,1024.0
82,2025-10-23 09:41:00,healthcare spoke about recent improvements in healthcare.,1803,neutral,1803.0
83,2025-10-23 09:41:30,development promised better development opportunities for youth.,3534,positive,5301.0
84,2025-10-23 09:42:00,poll rally promised better poll rally opportunities for youth.,1834,positive,2751.0
85,2025-10-23 09:42:30,Rahul Gandhi launched a rally focusing on Rahul Gandhi development.,2488,neutral,2488.0
86,2025-10-23 09:43:00,development highlighted challenges in development programs.,1362,neutral,1362.0
87,2025-10-23 09:43:30,healthcare launched a rally focusing on healthcare development.,1645,neutral,1645.0
88,2025-10-23 09:44:00,Modi urged citizens to support Modi initiatives.,3300,neutral,3300.0
89,2025-10-23 09:44:30,jobs criticized the opposition for jobs issues.,2472,neutral,2472.0
90,2025-10-23 09:45:00,jobs highlighted challenges in jobs programs.,4576,neutral,4576.0
91,2025-10-23 09:45:30,Rahul Gandhi spoke about recent improvements in Rahul Gandhi.,360,neutral,360.0
92,2025-10-23 09:46:00,Election Commission promised better Election Commission opportunities for youth.,2602,positive,3903.0
93,2025-10-23 09:46:30,manifesto debated on manifesto reforms in Parliament.,3578,neutral,3578.0
94,2025-10-23 09:47:00,poll rally discussed the new poll rally policy in India.,2678,positive,4017.0
95,2025-10-23 09:47:30,healthcare announced a major reform in healthcare sector.,2232,neutral,2232.0
96,2025-10-23 09:48:00,campaign spoke about recent improvements in campaign.,160,neutral,160.0
97,2025-10-23 09:48:30,Rahul Gandhi announced a major reform in Rahul Gandhi sector.,2192,neutral,2192.0
98,2025-10-23 09:49:00,healthcare criticized the opposition for healthcare issues.,1426,neutral,1426.0
99,2025-10-23 09:49:30,BJP spoke about recent improvements in BJP.,4158,neutral,4158.0
100,2025-10-23 09:50:00,manifesto promised better manifesto opportunities for youth.,2875,positive,4312.5
101,2025-10-23 09:50:30,development launched a rally focusing on development development.,820,neutral,820.0
102,2025-10-23 09:51:00,corruption discussed the new corruption policy in India.,2317,positive,3475.5
103,2025-10-23 09:51:30,development announced a major reform in development sector.,3893,neutral,3893.0
104,2025-10-23 09:52:00,digital India highlighted challenges in digital India programs.,606,neutral,606.0
105,2025-10-23 09:52:30,development announced a major reform in development sector.,1372,neutral,1372.0
106,2025-10-23 09:53:00,education launched a rally focusing on education development.,2900,neutral,2900.0
107,2025-10-23 09:53:30,campaign spoke about recent improvements in campaign.,2643,neutral,2643.0
108,2025-10-23 09:54:00,Modi urged citizens to support Modi initiatives.,583,neutral,583.0
109,2025-10-23 09:54:30,manifesto launched a rally focusing on manifesto development.,4716,neutral,4716.0
110,2025-10-23 09:55:00,corruption discussed the new corruption policy in India.,801,positive,1201.5
111,2025-10-23 09:55:30,Rahul Gandhi announced a major reform in Rahul Gandhi sector.,528,neutral,528.0
112,2025-10-23 09:56:00,Congress discussed the new Congress policy in India.,1337,positive,2005.5
113,2025-10-23 09:56:30,poll rally urged citizens to support poll rally initiatives.,1485,neutral,1485.0
114,2025-10-23 09:57:00,corruption highlighted challenges in corruption programs.,265,neutral,265.0
115,2025-10-23 09:57:30,education spoke about recent improvements in education.,3897,neutral,3897.0
116,2025-10-23 09:58:00,development debated on development reforms in Parliament.,1589,neutral,1589.0
117,2025-10-23 09:58:30,development spoke about recent improvements in development.,2615,neutral,2615.0
118,2025-10-23 09:59:00,campaign launched a rally focusing on campaign development.,4515,neutral,4515.0
119,2025-10-23 09:59:30,Congress highlighted challenges in Congress programs.,2661,neutral,2661.0
120,2025-10-23 10:00:00,corruption highlighted challenges in corruption programs.,393,neutral,393.0
121,2025-10-23 10:00:30,digital India discussed the new digital India policy in India.,334,neutral,334.0
122,2025-10-23 10:01:00,manifesto debated on manifesto reforms in Parliament.,4556,neutral,4556.0
123,2025-10-23 10:01:30,Modi spoke about recent improvements in Modi.,1154,neutral,1154.0
124,2025-10-23 10:02:00,corruption promised better corruption opportunities for youth.,1728,positive,2592.0
125,2025-10-23 10:02:30,education discussed the new education policy in India.,876,positive,1314.0
126,2025-10-23 10:03:00,Modi criticized the opposition for Modi issues.,2814,neutral,2814.0
127,2025-10-23 10:03:30,jobs highlighted challenges in jobs programs.,4104,neutral,4104.0
128,2025-10-23 10:04:00,Election Commission highlighted challenges in Election Commission programs.,182,neutral,182.0
129,2025-10-23 10:04:30,poll rally discussed the new poll rally policy in India.,3510,positive,5265.0
130,2025-10-23 10:05:00,infrastructure announced a major reform in infrastructure sector.,4857,neutral,4857.0
131,2025-10-23 10:05:30,digital India promised better digital India opportunities for youth.,105,positive,157.5
132,2025-10-23 10:06:00,healthcare highlighted challenges in healthcare programs.,599,neutral,599.0
133,2025-10-23 10:06:30,Congress promised better Congress opportunities for youth.,4546,positive,6819.0
134,2025-10-23 10:07:00,Modi promised better Modi opportunities for youth.,4209,positive,6313.5
135,2025-10-23 10:07:30,digital India spoke about recent improvements in digital India.,505,neutral,505.0
136,2025-10-23 10:08:00,poll rally promised better poll rally opportunities for youth.,529,positive,793.5
137,2025-10-23 10:08:30,infrastructure launched a rally focusing on infrastructure development.,4058,neutral,4058.0
138,2025-10-23 10:09:00,infrastructure launched a rally focusing on infrastructure development.,1747,neutral,1747.0
139,2025-10-23 10:09:30,BJP urged citizens to support BJP initiatives.,3279,neutral,3279.0
140,2025-10-23 10:10:00,jobs criticized the opposition for jobs issues.,851,neutral,851.0
141,2025-10-23 10:10:30,Congress urged citizens to support Congress initiatives.,540,neutral,540.0
142,2025-10-23 10:11:00,infrastructure criticized the opposition for infrastructure issues.,2590,neutral,2590.0
143,2025-10-23 10:11:30,digital India launched a rally focusing on digital India development.,3739,neutral,3739.0
144,2025-10-23 10:12:00,Modi promised better Modi opportunities for youth.,3896,positive,5844.0
145,2025-10-23 10:12:30,development criticized the opposition for development issues.,672,neutral,672.0
146,2025-10-23 10:13:00,digital India announced a major reform in digital India sector.,185,neutral,185.0
147,2025-10-23 10:13:30,education organized a large education awareness campaign.,3395,positive,5092.5
148,2025-10-23 10:14:00,Congress criticized the opposition for Congress issues.,3790,neutral,3790.0
149,2025-10-23 10:14:30,education urged citizens to support education initiatives.,257,neutral,257.0
150,2025-10-23 10:15:00,poll rally organized a large poll rally awareness campaign.,928,positive,1392.0
151,2025-10-23 10:15:30,development criticized the opposition for development issues.,4760,neutral,4760.0
152,2025-10-23 10:16:00,infrastructure highlighted challenges in infrastructure programs.,1552,neutral,1552.0
153,2025-10-23 10:16:30,healthcare announced a major reform in healthcare sector.,3509,neutral,3509.0
154,2025-10-23 10:17:00,campaign promised better campaign opportunities for youth.,3678,positive,5517.0
155,2025-10-23 10:17:30,Election Commission announced a major reform in Election Commission sector.,173,neutral,173.0
156,2025-10-23 10:18:00,Rahul Gandhi announced a major reform in Rahul Gandhi sector.,4079,neutral,4079.0
157,2025-10-23 10:18:30,jobs highlighted challenges in jobs programs.,2123,neutral,2123.0
158,2025-10-23 10:19:00,poll rally urged citizens to support poll rally initiatives.,1769,neutral,1769.0
159,2025-10-23 10:19:30,poll rally spoke about recent improvements in poll rally.,2038,neutral,2038.0
160,2025-10-23 10:20:00,digital India spoke about recent improvements in digital India.,3019,neutral,3019.0
161,2025-10-23 10:20:30,BJP discussed the new BJP policy in India.,1145,positive,1717.5
162,2025-10-23 10:21:00,BJP announced a major reform in BJP sector.,3014,neutral,3014.0
163,2025-10-23 10:21:30,corruption urged citizens to support corruption initiatives.,533,neutral,533.0
164,2025-10-23 10:22:00,infrastructure promised better infrastructure opportunities for youth.,1688,positive,2532.0
165,2025-10-23 10:22:30,Election Commission promised better Election Commission opportunities for youth.,3059,positive,4588.5
166,2025-10-23 10:23:00,poll rally highlighted challenges in poll rally programs.,3997,neutral,3997.0
167,2025-10-23 10:23:30,Election Commission spoke about recent improvements in Election Commission.,1088,neutral,1088.0
168,2025-10-23 10:24:00,digital India launched a rally focusing on digital India development.,478,neutral,478.0
169,2025-10-23 10:24:30,healthcare promised better healthcare opportunities for youth.,4152,positive,6228.0
170,2025-10-23 10:25:00,corruption announced a major reform in corruption sector.,3540,neutral,3540.0
171,2025-10-23 10:25:30,corruption criticized the opposition for corruption issues.,1370,neutral,1370.0
172,2025-10-23 10:26:00,Modi highlighted challenges in Modi programs.,3980,neutral,3980.0
173,2025-10-23 10:26:30,BJP discussed the new BJP policy in India.,4441,positive,6661.5
174,2025-10-23 10:27:00,education urged citizens to support education initiatives.,4122,neutral,4122.0
175,2025-10-23 10:27:30,jobs discussed the new jobs policy in India.,3495,positive,5242.5
176,2025-10-23 10:28:00,Election Commission promised better Election Commission opportunities for youth.,1048,positive,1572.0
177,2025-10-23 10:28:30,digital India announced a major reform in digital India sector.,136,neutral,136.0
178,2025-10-23 10:29:00,poll rally highlighted challenges in poll rally programs.,3398,neutral,3398.0
179,2025-10-23 10:29:30,Modi spoke about recent improvements in Modi.,868,neutral,868.0
180,2025-10-23 10:30:00,Congress announced a major reform in Congress sector.,3301,neutral,3301.0
181,2025-10-23 10:30:30,Modi promised better Modi opportunities for youth.,3362,positive,5043.0
182,2025-10-23 10:31:00,Rahul Gandhi criticized the opposition for Rahul Gandhi issues.,2951,neutral,2951.0
183,2025-10-23 10:31:30,development spoke about recent improvements in development.,2709,neutral,2709.0
184,2025-10-23 10:32:00,campaign highlighted challenges in campaign programs.,1203,neutral,1203.0
185,2025-10-23 10:32:30,Congress announced a major reform in Congress sector.,2277,neutral,2277.0
186,2025-10-23 10:33:00,corruption promised better corruption opportunities for youth.,274,positive,411.0
187,2025-10-23 10:33:30,infrastructure discussed the new infrastructure policy in India.,147,positive,220.5
188,2025-10-23 10:34:00,development spoke about recent improvements in development.,1344,neutral,1344.0
189,2025-10-23 10:34:30,Congress urged citizens to support Congress initiatives.,1421,neutral,1421.0
190,2025-10-23 10:35:00,Rahul Gandhi criticized the opposition for Rahul Gandhi issues.,659,neutral,659.0
191,2025-10-23 10:35:30,jobs urged citizens to support jobs initiatives.,2424,neutral,2424.0
192,2025-10-23 10:36:00,manifesto spoke about recent improvements in manifesto.,478,neutral,478.0
193,2025-10-23 10:36:30,healthcare discussed the new healthcare policy in India.,3935,positive,5902.5
194,2025-10-23 10:37:00,digital India debated on digital India reforms in Parliament.,4403,neutral,4403.0
195,2025-10-23 10:37:30,Election Commission announced a major reform in Election Commission sector.,4402,neutral,4402.0
196,2025-10-23 10:38:00,digital India urged citizens to support digital India initiatives.,3242,neutral,3242.0
197,2025-10-23 10:38:30,BJP discussed the new BJP policy in India.,1595,positive,2392.5
198,2025-10-23 10:39:00,campaign debated on campaign reforms in Parliament.,11,neutral,11.0
199,2025-10-23 10:39:30,infrastructure launched a rally focusing on infrastructure development.,53,neutral,53.0
200,2025-10-23 10:40:00,infrastructure urged citizens to support infrastructure initiatives.,1873,neutral,1873.0
201,2025-10-23 10:40:30,development urged citizens to support development initiatives.,3213,neutral,3213.0
202,2025-10-23 10:41:00,manifesto highlighted challenges in manifesto programs.,3142,neutral,3142.0
203,2025-10-23 10:41:30,infrastructure spoke about recent improvements in infrastructure.,4831,neutral,4831.0
204,2025-10-23 10:42:00,corruption spoke about recent improvements in corruption.,4897,neutral,4897.0
205,2025-10-23 10:42:30,development criticized the opposition for development issues.,2039,neutral,2039.0
206,2025-10-23 10:43:00,corruption discussed the new corruption policy in India.,2864,positive,4296.0
207,2025-10-23 10:43:30,poll rally organized a large poll rally awareness campaign.,2206,positive,3309.0
208,2025-10-23 10:44:00,Election Commission spoke about recent improvements in Election Commission.,1291,neutral,1291.0
209,2025-10-23 10:44:30,Election Commission highlighted challenges in Election Commission programs.,1633,neutral,1633.0
210,2025-10-23 10:45:00,poll rally organized a large poll rally awareness campaign.,4303,positive,6454.5
211,2025-10-23 10:45:30,Rahul Gandhi debated on Rahul Gandhi reforms in Parliament.,818,neutral,818.0
212,2025-10-23 10:46:00,corruption announced a major reform in corruption sector.,4345,neutral,4345.0
213,2025-10-23 10:46:30,corruption criticized the opposition for corruption issues.,2442,neutral,2442.0
214,2025-10-23 10:47:00,corruption promised better corruption opportunities for youth.,1442,positive,2163.0
215,2025-10-23 10:47:30,Modi promised better Modi opportunities for youth.,259,positive,388.5
216,2025-10-23 10:48:00,jobs launched a rally focusing on jobs development.,862,neutral,862.0
217,2025-10-23 10:48:30,education organized a large education awareness campaign.,4292,positive,6438.0
218,2025-10-23 10:49:00,education organized a large education awareness campaign.,2253,positive,3379.5
219,2025-10-23 10:49:30,Modi promised better Modi opportunities for youth.,2131,positive,3196.5
220,2025-10-23 10:50:00,jobs criticized the opposition for jobs issues.,4952,neutral,4952.0
221,2025-10-23 10:50:30,Rahul Gandhi spoke about recent improvements in Rahul Gandhi.,4148,neutral,4148.0
222,2025-10-23 10:51:00,jobs spoke about recent improvements in jobs.,3589,neutral,3589.0
223,2025-10-23 10:51:30,BJP discussed the new BJP policy in India.,2248,positive,3372.0
224,2025-10-23 10:52:00,manifesto launched a rally focusing on manifesto development.,3223,neutral,3223.0
225,2025-10-23 10:52:30,infrastructure debated on infrastructure reforms in Parliament.,3231,neutral,3231.0
226,2025-10-23 10:53:00,digital India spoke about recent improvements in digital India.,4017,neutral,4017.0
227,2025-10-23 10:53:30,corruption discussed the new corruption policy in India.,2106,positive,3159.0
228,2025-10-23 10:54:00,education promised better education opportunities for youth.,200,positive,300.0
229,2025-10-23 10:54:30,infrastructure highlighted challenges in infrastructure programs.,3159,neutral,3159.0
230,2025-10-23 10:55:00,healthcare criticized the opposition for healthcare issues.,4483,neutral,4483.0
231,2025-10-23 10:55:30,poll rally launched a rally focusing on poll rally development.,3974,neutral,3974.0
232,2025-10-23 10:56:00,BJP spoke about recent improvements in BJP.,2000,neutral,2000.0
233,2025-10-23 10:56:30,Congress announced a major reform in Congress sector.,1089,neutral,1089.0
234,2025-10-23 10:57:00,BJP launched a rally focusing on BJP development.,2418,neutral,2418.0
235,2025-10-23 10:57:30,Election Commission promised better Election Commission opportunities for youth.,1751,positive,2626.5
236,2025-10-23 10:58:00,digital India urged citizens to support digital India initiatives.,668,neutral,668.0
237,2025-10-23 10:58:30,corruption discussed the new corruption policy in India.,533,positive,799.5
238,2025-10-23 10:59:00,digital India spoke about recent improvements in digital India.,2080,neutral,2080.0
239,2025-10-23 10:59:30,Election Commission debated on Election Commission reforms in Parliament.,1923,neutral,1923.0
240,2025-10-23 11:00:00,BJP debated on BJP reforms in Parliament.,4559,neutral,4559.0
241,2025-10-23 11:00:30,Rahul Gandhi announced a major reform in Rahul Gandhi sector.,1670,neutral,1670.0
242,2025-10-23 11:01:00,Modi discussed the new Modi policy in India.,4623,positive,6934.5
243,2025-10-23 11:01:30,BJP spoke about recent improvements in BJP.,2972,neutral,2972.0
244,2025-10-23 11:02:00,development highlighted challenges in development programs.,1646,neutral,1646.0
245,2025-10-23 11:02:30,BJP discussed the new BJP policy in India.,2277,positive,3415.5
246,2025-10-23 11:03:00,Congress organized a large Congress awareness campaign.,1014,positive,1521.0
247,2025-10-23 11:03:30,BJP discussed the new BJP policy in India.,3826,positive,5739.0
248,2025-10-23 11:04:00,healthcare criticized the opposition for healthcare issues.,2314,neutral,2314.0
249,2025-10-23 11:04:30,infrastructure debated on infrastructure reforms in Parliament.,477,neutral,477.0
250,2025-10-23 11:05:00,development organized a large development awareness campaign.,3732,positive,5598.0
251,2025-10-23 11:05:30,infrastructure launched a rally focusing on infrastructure development.,3076,neutral,3076.0
252,2025-10-23 11:06:00,manifesto organized a large manifesto awareness campaign.,423,positive,634.5
253,2025-10-23 11:06:30,digital India launched a rally focusing on digital India development.,3717,neutral,3717.0
254,2025-10-23 11:07:00,Rahul Gandhi highlighted challenges in Rahul Gandhi programs.,4418,neutral,4418.0
255,2025-10-23 11:07:30,manifesto discussed the new manifesto policy in India.,3345,positive,5017.5
256,2025-10-23 11:08:00,Rahul Gandhi criticized the opposition for Rahul Gandhi issues.,4900,neutral,4900.0
257,2025-10-23 11:08:30,development debated on development reforms in Parliament.,794,neutral,794.0
258,2025-10-23 11:09:00,healthcare organized a large healthcare awareness campaign.,967,positive,1450.5
259,2025-10-23 11:09:30,Modi launched a rally focusing on Modi development.,4285,neutral,4285.0
260,2025-10-23 11:10:00,development promised better development opportunities for youth.,4127,positive,6190.5
261,2025-10-23 11:10:30,Modi urged citizens to support Modi initiatives.,2349,neutral,2349.0
262,2025-10-23 11:11:00,campaign urged citizens to support campaign initiatives.,1716,neutral,1716.0
263,2025-10-23 11:11:30,Rahul Gandhi promised better Rahul Gandhi opportunities for youth.,1233,positive,1849.5
264,2025-10-23 11:12:00,manifesto spoke about recent improvements in manifesto.,3884,neutral,3884.0
265,2025-10-23 11:12:30,infrastructure highlighted challenges in infrastructure programs.,1384,neutral,1384.0
266,2025-10-23 11:13:00,Modi launched a rally focusing on Modi development.,1659,neutral,1659.0
267,2025-10-23 11:13:30,Rahul Gandhi organized a large Rahul Gandhi awareness campaign.,2016,positive,3024.0
268,2025-10-23 11:14:00,campaign announced a major reform in campaign sector.,2504,neutral,2504.0
269,2025-10-23 11:14:30,development announced a major reform in development sector.,4838,neutral,4838.0
270,2025-10-23 11:15:00,Rahul Gandhi highlighted challenges in Rahul Gandhi programs.,529,neutral,529.0
271,2025-10-23 11:15:30,corruption criticized the opposition for corruption issues.,4366,neutral,4366.0
272,2025-10-23 11:16:00,poll rally discussed the new poll rally policy in India.,2914,positive,4371.0
273,2025-10-23 11:16:30,Congress urged citizens to support Congress initiatives.,48,neutral,48.0
274,2025-10-23 11:17:00,Congress urged citizens to support Congress initiatives.,105,neutral,105.0
275,2025-10-23 11:17:30,education discussed the new education policy in India.,2975,positive,4462.5
276,2025-10-23 11:18:00,Congress discussed the new Congress policy in India.,4981,positive,7471.5
277,2025-10-23 11:18:30,Modi highlighted challenges in Modi programs.,1609,neutral,1609.0
278,2025-10-23 11:19:00,Congress urged citizens to support Congress initiatives.,774,neutral,774.0
279,2025-10-23 11:19:30,corruption promised better corruption opportunities for youth.,486,positive,729.0
280,2025-10-23 11:20:00,corruption promised better corruption opportunities for youth.,2127,positive,3190.5
281,2025-10-23 11:20:30,education urged citizens to support education initiatives.,2634,neutral,2634.0
282,2025-10-23 11:21:00,development launched a rally focusing on development development.,1063,neutral,1063.0
283,2025-10-23 11:21:30,jobs launched a rally focusing on jobs development.,1800,neutral,1800.0
284,2025-10-23 11:22:00,jobs criticized the opposition for jobs issues.,1595,neutral,1595.0
285,2025-10-23 11:22:30,manifesto debated on manifesto reforms in Parliament.,2632,neutral,2632.0
286,2025-10-23 11:23:00,education spoke about recent improvements in education.,1512,neutral,1512.0
287,2025-10-23 11:23:30,healthcare criticized the opposition for healthcare issues.,559,neutral,559.0
288,2025-10-23 11:24:00,Modi promised better Modi opportunities for youth.,543,positive,814.5
289,2025-10-23 11:24:30,infrastructure launched a rally focusing on infrastructure development.,3538,neutral,3538.0
290,2025-10-23 11:25:00,development spoke about recent improvements in development.,4060,neutral,4060.0
291,2025-10-23 11:25:30,healthcare promised better healthcare opportunities for youth.,1399,positive,2098.5
292,2025-10-23 11:26:00,education highlighted challenges in education programs.,3604,neutral,3604.0
293,2025-10-23 11:26:30,corruption criticized the opposition for corruption issues.,3286,neutral,3286.0
294,2025-10-23 11:27:00,poll rally highlighted challenges in poll rally programs.,2440,neutral,2440.0
295,2025-10-23 11:27:30,campaign debated on campaign reforms in Parliament.,1906,neutral,1906.0
296,2025-10-23 11:28:00,Rahul Gandhi urged citizens to support Rahul Gandhi initiatives.,3481,neutral,3481.0
297,2025-10-23 11:28:30,digital India urged citizens to support digital India initiatives.,3596,neutral,3596.0
298,2025-10-23 11:29:00,BJP announced a major reform in BJP sector.,3843,neutral,3843.0
299,2025-10-23 11:29:30,education highlighted challenges in education programs.,611,neutral,611.0
300,2025-10-23 11:30:00,BJP organized a large BJP awareness campaign.,505,positive,757.5
301,2025-10-23 11:30:30,education criticized the opposition for education issues.,433,neutral,433.0
302,2025-10-23 11:31:00,jobs highlighted challenges in jobs programs.,999,neutral,999.0
303,2025-10-23 11:31:30,infrastructure launched a rally focusing on infrastructure development.,2621,neutral,2621.0
304,2025-10-23 11:32:00,healthcare announced a major reform in healthcare sector.,4038,neutral,4038.0
305,2025-10-23 11:32:30,digital India debated on digital India reforms in Parliament.,1240,neutral,1240.0
306,2025-10-23 11:33:00,Congress highlighted challenges in Congress programs.,4837,neutral,4837.0
