tweet_id,time,tweet,retweet_count
89,2025-10-23 09:44:30,jobs criticized the opposition for jobs issues.,2472
90,2025-10-23 09:45:00,jobs highlighted challenges in jobs programs.,4576
91,2025-10-23 09:45:30,Rahul Gandhi spoke about recent improvements in Rahul Gandhi.,360
92,2025-10-23 09:46:00,Election Commission promised better Election Commission opportunities for youth.,2602
93,2025-10-23 09:46:30,manifesto debated on manifesto reforms in Parliament.,3578
94,2025-10-23 09:47:00,poll rally discussed the new poll rally policy in India.,2678
95,2025-10-23 09:47:30,healthcare announced a major reform in healthcare sector.,2232
96,2025-10-23 09:48:00,campaign spoke about recent improvements in campaign.,160
97,2025-10-23 09:48:30,Rahul Gandhi announced a major reform in Rahul Gandhi sector.,2192
98,2025-10-23 09:49:00,healthcare criticized the opposition for healthcare issues.,1426
99,2025-10-23 09:49:30,BJP spoke about recent improvements in BJP.,4158
100,2025-10-23 09:50:00,manifesto promised better manifesto opportunities for youth.,2875
101,2025-10-23 09:50:30,development launched a rally focusing on development development.,820
102,2025-10-23 09:51:00,corruption discussed the new corruption policy in India.,2317
103,2025-10-23 09:51:30,development announced a major reform in development sector.,3893
104,2025-10-23 09:52:00,digital India highlighted challenges in digital India programs.,606
105,2025-10-23 09:52:30,development announced a major reform in development sector.,1372
106,2025-10-23 09:53:00,education launched a rally focusing on education development.,2900
107,2025-10-23 09:53:30,campaign spoke about recent improvements in campaign.,2643
108,2025-10-23 09:54:00,Modi urged citizens to support Modi initiatives.,583
109,2025-10-23 09:54:30,manifesto launched a rally focusing on manifesto development.,4716
110,2025-10-23 09:55:00,corruption discussed the new corruption policy in India.,801
111,2025-10-23 09:55:30,Rahul Gandhi announced a major reform in Rahul Gandhi sector.,528
112,2025-10-23 09:56:00,Congress discussed the new Congress policy in India.,1337
113,2025-10-23 09:56:30,poll rally urged citizens to support poll rally initiatives.,1485
114,2025-10-23 09:57:00,corruption highlighted challenges in corruption programs.,265
115,2025-10-23 09:57:30,education spoke about recent improvements in education.,3897
116,2025-10-23 09:58:00,development debated on development reforms in Parliament.,1589
117,2025-10-23 09:58:30,development spoke about recent improvements in development.,2615
118,2025-10-23 09:59:00,campaign launched a rally focusing on campaign development.,4515
119,2025-10-23 09:59:30,Congress highlighted challenges in Congress programs.,2661
120,2025-10-23 10:00:00,corruption highlighted challenges in corruption programs.,393
121,2025-10-23 10:00:30,digital India discussed the new digital India policy in India.,334
122,2025-10-23 10:01:00,manifesto debated on manifesto reforms in Parliament.,4556
123,2025-10-23 10:01:30,Modi spoke about recent improvements in Modi.,1154
124,2025-10-23 10:02:00,corruption promised better corruption opportunities for youth.,1728
125,2025-10-23 10:02:30,education discussed the new education policy in India.,876
126,2025-10-23 10:03:00,Modi criticized the opposition for Modi issues.,2814
127,2025-10-23 10:03:30,jobs highlighted challenges in jobs programs.,4104
128,2025-10-23 10:04:00,Election Commission highlighted challenges in Election Commission programs.,182
129,2025-10-23 10:04:30,poll rally discussed the new poll rally policy in India.,3510
130,2025-10-23 10:05:00,infrastructure announced a major reform in infrastructure sector.,4857
131,2025-10-23 10:05:30,digital India promised better digital India opportunities for youth.,105
132,2025-10-23 10:06:00,healthcare highlighted challenges in healthcare programs.,599
133,2025-10-23 10:06:30,Congress promised better Congress opportunities for youth.,4546
134,2025-10-23 10:07:00,Modi promised better Modi opportunities for youth.,4209
135,2025-10-23 10:07:30,digital India spoke about recent improvements in digital India.,505
136,2025-10-23 10:08:00,poll rally promised better poll rally opportunities for youth.,529
137,2025-10-23 10:08:30,infrastructure launched a rally focusing on infrastructure development.,4058
138,2025-10-23 10:09:00,infrastructure launched a rally focusing on infrastructure development.,1747
139,2025-10-23 10:09:30,BJP urged citizens to support BJP initiatives.,3279
140,2025-10-23 10:10:00,jobs criticized the opposition for jobs issues.,851
141,2025-10-23 10:10:30,Congress urged citizens to support Congress initiatives.,540
142,2025-10-23 10:11:00,infrastructure criticized the opposition for infrastructure issues.,2590
143,2025-10-23 10:11:30,digital India launched a rally focusing on digital India development.,3739
144,2025-10-23 10:12:00,Modi promised better Modi opportunities for youth.,3896
145,2025-10-23 10:12:30,development criticized the opposition for development issues.,672
146,2025-10-23 10:13:00,digital India announced a major reform in digital India sector.,185
147,2025-10-23 10:13:30,education organized a large education awareness campaign.,3395
148,2025-10-23 10:14:00,Congress criticized the opposition for Congress issues.,3790
149,2025-10-23 10:14:30,education urged citizens to support education initiatives.,257
150,2025-10-23 10:15:00,poll rally organized a large poll rally awareness campaign.,928
151,2025-10-23 10:15:30,development criticized the opposition for development issues.,4760
152,2025-10-23 10:16:00,infrastructure highlighted challenges in infrastructure programs.,1552
153,2025-10-23 10:16:30,healthcare announced a major reform in healthcare sector.,3509
154,2025-10-23 10:17:00,campaign promised better campaign opportunities for youth.,3678
155,2025-10-23 10:17:30,Election Commission announced a major reform in Election Commission sector.,173
156,2025-10-23 10:18:00,Rahul Gandhi announced a major reform in Rahul Gandhi sector.,4079
157,2025-10-23 10:18:30,jobs highlighted challenges in jobs programs.,2123
158,2025-10-23 10:19:00,poll rally urged citizens to support poll rally initiatives.,1769
159,2025-10-23 10:19:30,poll rally spoke about recent improvements in poll rally.,2038
160,2025-10-23 10:20:00,digital India spoke about recent improvements in digital India.,3019
161,2025-10-23 10:20:30,BJP discussed the new BJP policy in India.,1145
162,2025-10-23 10:21:00,BJP announced a major reform in BJP sector.,3014
163,2025-10-23 10:21:30,corruption urged citizens to support corruption initiatives.,533
164,2025-10-23 10:22:00,infrastructure promised better infrastructure opportunities for youth.,1688
165,2025-10-23 10:22:30,Election Commission promised better Election Commission opportunities for youth.,3059
166,2025-10-23 10:23:00,poll rally highlighted challenges in poll rally programs.,3997
167,2025-10-23 10:23:30,Election Commission spoke about recent improvements in Election Commission.,1088
168,2025-10-23 10:24:00,digital India launched a rally focusing on digital India development.,478
169,2025-10-23 10:24:30,healthcare promised better healthcare opportunities for youth.,4152
170,2025-10-23 10:25:00,corruption announced a major reform in corruption sector.,3540
171,2025-10-23 10:25:30,corruption criticized the opposition for corruption issues.,1370
172,2025-10-23 10:26:00,Modi highlighted challenges in Modi programs.,3980
173,2025-10-23 10:26:30,BJP discussed the new BJP policy in India.,4441
174,2025-10-23 10:27:00,education urged citizens to support education initiatives.,4122
175,2025-10-23 10:27:30,jobs discussed the new jobs policy in India.,3495
176,2025-10-23 10:28:00,Election Commission promised better Election Commission opportunities for youth.,1048
177,2025-10-23 10:28:30,digital India announced a major reform in digital India sector.,136
178,2025-10-23 10:29:00,poll rally highlighted challenges in poll rally programs.,3398
179,2025-10-23 10:29:30,Modi spoke about recent improvements in Modi.,868
180,2025-10-23 10:30:00,Congress announced a major reform in Congress sector.,3301
181,2025-10-23 10:30:30,Modi promised better Modi opportunities for youth.,3362
182,2025-10-23 10:31:00,Rahul Gandhi criticized the opposition for Rahul Gandhi issues.,2951
183,2025-10-23 10:31:30,development spoke about recent improvements in development.,2709
184,2025-10-23 10:32:00,campaign highlighted challenges in campaign programs.,1203
185,2025-10-23 10:32:30,Congress announced a major reform in Congress sector.,2277
186,2025-10-23 10:33:00,corruption promised better corruption opportunities for youth.,274
187,2025-10-23 10:33:30,infrastructure discussed the new infrastructure policy in India.,147
188,2025-10-23 10:34:00,development spoke about recent improvements in development.,1344
189,2025-10-23 10:34:30,Congress urged citizens to support Congress initiatives.,1421
190,2025-10-23 10:35:00,Rahul Gandhi criticized the opposition for Rahul Gandhi issues.,659
191,2025-10-23 10:35:30,jobs urged citizens to support jobs initiatives.,2424
192,2025-10-23 10:36:00,manifesto spoke about recent improvements in manifesto.,478
193,2025-10-23 10:36:30,healthcare discussed the new healthcare policy in India.,3935
194,2025-10-23 10:37:00,digital India debated on digital India reforms in Parliament.,4403
195,2025-10-23 10:37:30,Election Commission announced a major reform in Election Commission sector.,4402
196,2025-10-23 10:38:00,digital India urged citizens to support digital India initiatives.,3242
197,2025-10-23 10:38:30,BJP discussed the new BJP policy in India.,1595
198,2025-10-23 10:39:00,campaign debated on campaign reforms in Parliament.,11
199,2025-10-23 10:39:30,infrastructure launched a rally focusing on infrastructure development.,53
200,2025-10-23 10:40:00,infrastructure urged citizens to support infrastructure initiatives.,1873
201,2025-10-23 10:40:30,development urged citizens to support development initiatives.,3213
202,2025-10-23 10:41:00,manifesto highlighted challenges in manifesto programs.,3142
203,2025-10-23 10:41:30,infrastructure spoke about recent improvements in infrastructure.,4831
204,2025-10-23 10:42:00,corruption spoke about recent improvements in corruption.,4897
205,2025-10-23 10:42:30,development criticized the opposition for development issues.,2039
206,2025-10-23 10:43:00,corruption discussed the new corruption policy in India.,2864
207,2025-10-23 10:43:30,poll rally organized a large poll rally awareness campaign.,2206
208,2025-10-23 10:44:00,Election Commission spoke about recent improvements in Election Commission.,1291
209,2025-10-23 10:44:30,Election Commission highlighted challenges in Election Commission programs.,1633
210,2025-10-23 10:45:00,poll rally organized a large poll rally awareness campaign.,4303
211,2025-10-23 10:45:30,Rahul Gandhi debated on Rahul Gandhi reforms in Parliament.,818
212,2025-10-23 10:46:00,corruption announced a major reform in corruption sector.,4345
213,2025-10-23 10:46:30,corruption criticized the opposition for corruption issues.,2442
214,2025-10-23 10:47:00,corruption promised better corruption opportunities for youth.,1442
215,2025-10-23 10:47:30,Modi promised better Modi opportunities for youth.,259
216,2025-10-23 10:48:00,jobs launched a rally focusing on jobs development.,862
217,2025-10-23 10:48:30,education organized a large education awareness campaign.,4292
218,2025-10-23 10:49:00,education organized a large education awareness campaign.,2253
219,2025-10-23 10:49:30,Modi promised better Modi opportunities for youth.,2131
220,2025-10-23 10:50:00,jobs criticized the opposition for jobs issues.,4952
221,2025-10-23 10:50:30,Rahul Gandhi spoke about recent improvements in Rahul Gandhi.,4148
222,2025-10-23 10:51:00,jobs spoke about recent improvements in jobs.,3589
223,2025-10-23 10:51:30,BJP discussed the new BJP policy in India.,2248
224,2025-10-23 10:52:00,manifesto launched a rally focusing on manifesto development.,3223
225,2025-10-23 10:52:30,infrastructure debated on infrastructure reforms in Parliament.,3231
226,2025-10-23 10:53:00,digital India spoke about recent improvements in digital India.,4017
227,2025-10-23 10:53:30,corruption discussed the new corruption policy in India.,2106
228,2025-10-23 10:54:00,education promised better education opportunities for youth.,200
229,2025-10-23 10:54:30,infrastructure highlighted challenges in infrastructure programs.,3159
230,2025-10-23 10:55:00,healthcare criticized the opposition for healthcare issues.,4483
231,2025-10-23 10:55:30,poll rally launched a rally focusing on poll rally development.,3974
232,2025-10-23 10:56:00,BJP spoke about recent improvements in BJP.,2000
233,2025-10-23 10:56:30,Congress announced a major reform in Congress sector.,1089
234,2025-10-23 10:57:00,BJP launched a rally focusing on BJP development.,2418
235,2025-10-23 10:57:30,Election Commission promised better Election Commission opportunities for youth.,1751
236,2025-10-23 10:58:00,digital India urged citizens to support digital India initiatives.,668
237,2025-10-23 10:58:30,corruption discussed the new corruption policy in India.,533
238,2025-10-23 10:59:00,digital India spoke about recent improvements in digital India.,2080
239,2025-10-23 10:59:30,Election Commission debated on Election Commission reforms in Parliament.,1923
240,2025-10-23 11:00:00,BJP debated on BJP reforms in Parliament.,4559
241,2025-10-23 11:00:30,Rahul Gandhi announced a major reform in Rahul Gandhi sector.,1670
242,2025-10-23 11:01:00,Modi discussed the new Modi policy in India.,4623
243,2025-10-23 11:01:30,BJP spoke about recent improvements in BJP.,2972
244,2025-10-23 11:02:00,development highlighted challenges in development programs.,1646
245,2025-10-23 11:02:30,BJP discussed the new BJP policy in India.,2277
246,2025-10-23 11:03:00,Congress organized a large Congress awareness campaign.,1014
247,2025-10-23 11:03:30,BJP discussed the new BJP policy in India.,3826
248,2025-10-23 11:04:00,healthcare criticized the opposition for healthcare issues.,2314
249,2025-10-23 11:04:30,infrastructure debated on infrastructure reforms in Parliament.,477
250,2025-10-23 11:05:00,development organized a large development awareness campaign.,3732
251,2025-10-23 11:05:30,infrastructure launched a rally focusing on infrastructure development.,3076
252,2025-10-23 11:06:00,manifesto organized a large manifesto awareness campaign.,423
253,2025-10-23 11:06:30,digital India launched a rally focusing on digital India development.,3717
254,2025-10-23 11:07:00,Rahul Gandhi highlighted challenges in Rahul Gandhi programs.,4418
255,2025-10-23 11:07:30,manifesto discussed the new manifesto policy in India.,3345
256,2025-10-23 11:08:00,Rahul Gandhi criticized the opposition for Rahul Gandhi issues.,4900
257,2025-10-23 11:08:30,development debated on development reforms in Parliament.,794
258,2025-10-23 11:09:00,healthcare organized a large healthcare awareness campaign.,967
259,2025-10-23 11:09:30,Modi launched a rally focusing on Modi development.,4285
260,2025-10-23 11:10:00,development promised better development opportunities for youth.,4127
261,2025-10-23 11:10:30,Modi urged citizens to support Modi initiatives.,2349
262,2025-10-23 11:11:00,campaign urged citizens to support campaign initiatives.,1716
263,2025-10-23 11:11:30,Rahul Gandhi promised better Rahul Gandhi opportunities for youth.,1233
264,2025-10-23 11:12:00,manifesto spoke about recent improvements in manifesto.,3884
265,2025-10-23 11:12:30,infrastructure highlighted challenges in infrastructure programs.,1384
266,2025-10-23 11:13:00,Modi launched a rally focusing on Modi development.,1659
267,2025-10-23 11:13:30,Rahul Gandhi organized a large Rahul Gandhi awareness campaign.,2016
268,2025-10-23 11:14:00,campaign announced a major reform in campaign sector.,2504
269,2025-10-23 11:14:30,development announced a major reform in development sector.,4838
270,2025-10-23 11:15:00,Rahul Gandhi highlighted challenges in Rahul Gandhi programs.,529
271,2025-10-23 11:15:30,corruption criticized the opposition for corruption issues.,4366
272,2025-10-23 11:16:00,poll rally discussed the new poll rally policy in India.,2914
273,2025-10-23 11:16:30,Congress urged citizens to support Congress initiatives.,48
274,2025-10-23 11:17:00,Congress urged citizens to support Congress initiatives.,105
275,2025-10-23 11:17:30,education discussed the new education policy in India.,2975
276,2025-10-23 11:18:00,Congress discussed the new Congress policy in India.,4981
277,2025-10-23 11:18:30,Modi highlighted challenges in Modi programs.,1609
278,2025-10-23 11:19:00,Congress urged citizens to support Congress initiatives.,774
279,2025-10-23 11:19:30,corruption promised better corruption opportunities for youth.,486
280,2025-10-23 11:20:00,corruption promised better corruption opportunities for youth.,2127
281,2025-10-23 11:20:30,education urged citizens to support education initiatives.,2634
282,2025-10-23 11:21:00,development launched a rally focusing on development development.,1063
283,2025-10-23 11:21:30,jobs launched a rally focusing on jobs development.,1800
284,2025-10-23 11:22:00,jobs criticized the opposition for jobs issues.,1595
285,2025-10-23 11:22:30,manifesto debated on manifesto reforms in Parliament.,2632
286,2025-10-23 11:23:00,education spoke about recent improvements in education.,1512
287,2025-10-23 11:23:30,healthcare criticized the opposition for healthcare issues.,559
288,2025-10-23 11:24:00,Modi promised better Modi opportunities for youth.,543
289,2025-10-23 11:24:30,infrastructure launched a rally focusing on infrastructure development.,3538
290,2025-10-23 11:25:00,development spoke about recent improvements in development.,4060
291,2025-10-23 11:25:30,healthcare promised better healthcare opportunities for youth.,1399
292,2025-10-23 11:26:00,education highlighted challenges in education programs.,3604
293,2025-10-23 11:26:30,corruption criticized the opposition for corruption issues.,3286
294,2025-10-23 11:27:00,poll rally highlighted challenges in poll rally programs.,2440
295,2025-10-23 11:27:30,campaign debated on campaign reforms in Parliament.,1906
296,2025-10-23 11:28:00,Rahul Gandhi urged citizens to support Rahul Gandhi initiatives.,3481
297,2025-10-23 11:28:30,digital India urged citizens to support digital India initiatives.,3596
298,2025-10-23 11:29:00,BJP announced a major reform in BJP sector.,3843
299,2025-10-23 11:29:30,education highlighted challenges in education programs.,611
300,2025-10-23 11:30:00,BJP organized a large BJP awareness campaign.,505
301,2025-10-23 11:30:30,education criticized the opposition for education issues.,433
302,2025-10-23 11:31:00,jobs highlighted challenges in jobs programs.,999
303,2025-10-23 11:31:30,infrastructure launched a rally focusing on infrastructure development.,2621
304,2025-10-23 11:32:00,healthcare announced a major reform in healthcare sector.,4038
305,2025-10-23 11:32:30,digital India debated on digital India reforms in Parliament.,1240
306,2025-10-23 11:33:00,Congress highlighted challenges in Congress programs.,4837
307,2025-10-23 11:33:30,infrastructure discussed the new infrastructure policy in India.,3124
308,2025-10-23 11:34:00,campaign criticized the opposition for campaign issues.,3002
309,2025-10-23 11:34:30,development announced a major reform in development sector.,2326
310,2025-10-23 11:35:00,education spoke about recent improvements in education.,3275
311,2025-10-23 11:35:30,poll rally organized a large poll rally awareness campaign.,4938
312,2025-10-23 11:36:00,Election Commission organized a large Election Commission awareness campaign.,4133
313,2025-10-23 11:36:30,manifesto criticized the opposition for manifesto issues.,3618
314,2025-10-23 11:37:00,infrastructure criticized the opposition for infrastructure issues.,322
315,2025-10-23 11:37:30,development discussed the new development policy in India.,1957
316,2025-10-23 11:38:00,healthcare organized a large healthcare awareness campaign.,981
317,2025-10-23 11:38:30,campaign launched a rally focusing on campaign development.,3570
318,2025-10-23 11:39:00,campaign launched a rally focusing on campaign development.,1932
319,2025-10-23 11:39:30,digital India organized a large digital India awareness campaign.,2578
320,2025-10-23 11:40:00,manifesto criticized the opposition for manifesto issues.,766
321,2025-10-23 11:40:30,corruption spoke about recent improvements in corruption.,1425
322,2025-10-23 11:41:00,corruption announced a major reform in corruption sector.,4765
323,2025-10-23 11:41:30,BJP announced a major reform in BJP sector.,416
324,2025-10-23 11:42:00,campaign spoke about recent improvements in campaign.,3522
325,2025-10-23 11:42:30,poll rally organized a large poll rally awareness campaign.,2120
326,2025-10-23 11:43:00,corruption highlighted challenges in corruption programs.,1378
327,2025-10-23 11:43:30,digital India launched a rally focusing on digital India development.,4869
328,2025-10-23 11:44:00,Rahul Gandhi highlighted challenges in Rahul Gandhi programs.,4922
329,2025-10-23 11:44:30,education criticized the opposition for education issues.,1615
330,2025-10-23 11:45:00,development organized a large development awareness campaign.,1514
331,2025-10-23 11:45:30,development promised better development opportunities for youth.,1844
332,2025-10-23 11:46:00,healthcare criticized the opposition for healthcare issues.,1036
333,2025-10-23 11:46:30,education spoke about recent improvements in education.,4325
334,2025-10-23 11:47:00,development highlighted challenges in development programs.,2698
335,2025-10-23 11:47:30,development highlighted challenges in development programs.,1638
336,2025-10-23 11:48:00,healthcare discussed the new healthcare policy in India.,3126
337,2025-10-23 11:48:30,healthcare announced a major reform in healthcare sector.,2077
338,2025-10-23 11:49:00,Modi organized a large Modi awareness campaign.,841
339,2025-10-23 11:49:30,corruption announced a major reform in corruption sector.,4313
340,2025-10-23 11:50:00,education promised better education opportunities for youth.,1525
341,2025-10-23 11:50:30,Congress discussed the new Congress policy in India.,3973
342,2025-10-23 11:51:00,education urged citizens to support education initiatives.,4916
343,2025-10-23 11:51:30,corruption promised better corruption opportunities for youth.,70
344,2025-10-23 11:52:00,Congress criticized the opposition for Congress issues.,753
345,2025-10-23 11:52:30,Modi launched a rally focusing on Modi development.,2837
346,2025-10-23 11:53:00,campaign debated on campaign reforms in Parliament.,4903
347,2025-10-23 11:53:30,Congress promised better Congress opportunities for youth.,2923
348,2025-10-23 11:54:00,Election Commission debated on Election Commission reforms in Parliament.,415
349,2025-10-23 11:54:30,jobs discussed the new jobs policy in India.,164
350,2025-10-23 11:55:00,BJP highlighted challenges in BJP programs.,167
351,2025-10-23 11:55:30,infrastructure announced a major reform in infrastructure sector.,3414
352,2025-10-23 11:56:00,campaign announced a major reform in campaign sector.,3085
353,2025-10-23 11:56:30,education spoke about recent improvements in education.,3260
354,2025-10-23 11:57:00,infrastructure highlighted challenges in infrastructure programs.,2045
355,2025-10-23 11:57:30,Rahul Gandhi urged citizens to support Rahul Gandhi initiatives.,2645
356,2025-10-23 11:58:00,BJP highlighted challenges in BJP programs.,2820
357,2025-10-23 11:58:30,manifesto promised better manifesto opportunities for youth.,2192
358,2025-10-23 11:59:00,Modi highlighted challenges in Modi programs.,3334
359,2025-10-23 11:59:30,Rahul Gandhi criticized the opposition for Rahul Gandhi issues.,632
360,2025-10-23 12:00:00,campaign highlighted challenges in campaign programs.,65
361,2025-10-23 12:00:30,manifesto organized a large manifesto awareness campaign.,916
362,2025-10-23 12:01:00,Congress discussed the new Congress policy in India.,1243
363,2025-10-23 12:01:30,campaign highlighted challenges in campaign programs.,3859
364,2025-10-23 12:02:00,infrastructure promised better infrastructure opportunities for youth.,4546
365,2025-10-23 12:02:30,Rahul Gandhi criticized the opposition for Rahul Gandhi issues.,2774
366,2025-10-23 12:03:00,development promised better development opportunities for youth.,2084
367,2025-10-23 12:03:30,Modi promised better Modi opportunities for youth.,475
368,2025-10-23 12:04:00,Modi urged citizens to support Modi initiatives.,1595
369,2025-10-23 12:04:30,Rahul Gandhi announced a major reform in Rahul Gandhi sector.,1470
370,2025-10-23 12:05:00,Congress criticized the opposition for Congress issues.,3923
371,2025-10-23 12:05:30,infrastructure spoke about recent improvements in infrastructure.,4599
372,2025-10-23 12:06:00,jobs promised better jobs opportunities for youth.,1696
373,2025-10-23 12:06:30,healthcare highlighted challenges in healthcare programs.,2885
374,2025-10-23 12:07:00,Modi discussed the new Modi policy in India.,4318
375,2025-10-23 12:07:30,education debated on education reforms in Parliament.,3984
376,2025-10-23 12:08:00,infrastructure spoke about recent improvements in infrastructure.,4352
377,2025-10-23 12:08:30,jobs announced a major reform in jobs sector.,2258
378,2025-10-23 12:09:00,development announced a major reform in development sector.,654
